"date","province","retail_and_recreation","grocery_and_pharmacy","park","transit","workplace","resident"
"2022-05-25",North Sulawesi,12,36,34,7,14,12
"2022-05-26",North Sulawesi,5,20,98,7,-50,21
"2022-05-27",North Sulawesi,11,37,31,3,19,13
"2022-05-28",North Sulawesi,10,32,30,1,24,13
"2022-05-29",North Sulawesi,15,35,32,7,28,15
"2022-05-30",North Sulawesi,11,34,39,7,22,14
"2022-05-31",North Sulawesi,14,37,43,3,16,12
"2022-06-01",North Sulawesi,13,29,80,4,-40,21
"2022-06-02",North Sulawesi,15,38,33,8,20,13
"2022-06-03",North Sulawesi,13,39,31,0,23,13
"2022-06-04",North Sulawesi,13,38,40,4,26,13
"2022-06-05",North Sulawesi,16,40,34,5,27,15
"2022-06-06",North Sulawesi,12,36,40,5,22,14
"2022-06-07",North Sulawesi,11,34,34,6,16,15
"2022-06-08",North Sulawesi,11,31,36,3,16,15
"2022-06-09",North Sulawesi,15,34,34,7,18,15
"2022-06-10",North Sulawesi,18,42,36,5,21,13
"2022-06-11",North Sulawesi,14,35,36,6,24,13
"2022-06-12",North Sulawesi,17,37,32,2,26,15
"2022-06-13",North Sulawesi,12,32,35,7,18,15
"2022-06-14",North Sulawesi,11,31,37,10,13,15
"2022-06-15",North Sulawesi,10,30,33,10,12,15
"2022-06-16",North Sulawesi,15,33,34,13,12,15
"2022-06-17",North Sulawesi,17,39,35,12,16,14
"2022-06-18",North Sulawesi,11,33,35,12,25,14
"2022-06-19",North Sulawesi,11,33,30,5,25,15
"2022-06-20",North Sulawesi,9,32,40,12,11,16
"2022-06-21",North Sulawesi,8,31,39,13,5,16
"2022-06-22",North Sulawesi,5,26,40,5,5,16
"2022-06-23",North Sulawesi,10,28,34,14,6,16
"2022-06-24",North Sulawesi,13,37,39,6,10,15
"2022-06-25",North Sulawesi,12,33,40,9,25,13
"2022-06-26",North Sulawesi,15,36,35,6,26,15
"2022-06-27",North Sulawesi,8,29,40,13,10,16
"2022-06-28",North Sulawesi,10,32,38,11,4,16
"2022-06-29",North Sulawesi,10,29,40,4,4,16
"2022-06-30",North Sulawesi,16,34,37,15,7,15
"2022-07-01",North Sulawesi,21,46,40,11,10,14
"2022-07-02",North Sulawesi,19,42,44,10,22,13
"2022-07-03",North Sulawesi,23,44,40,5,25,14
"2022-07-04",North Sulawesi,15,38,45,12,9,16
"2022-07-05",North Sulawesi,11,32,36,10,2,16
"2022-07-06",North Sulawesi,23,41,52,6,4,14
"2022-07-07",North Sulawesi,22,39,41,12,5,15
"2022-07-08",North Sulawesi,23,47,48,9,9,13
"2022-07-09",North Sulawesi,18,42,55,9,0,14
"2022-07-10",North Sulawesi,19,42,42,-7,19,13
"2022-07-11",North Sulawesi,15,39,49,12,14,14
"2022-07-12",North Sulawesi,15,37,49,12,10,14
"2022-07-13",North Sulawesi,13,33,54,4,11,14
"2022-07-14",North Sulawesi,14,32,43,9,13,15
"2022-07-15",North Sulawesi,15,37,45,4,17,14
"2022-07-16",North Sulawesi,16,39,49,9,25,13
"2022-07-17",North Sulawesi,14,35,38,1,25,16
"2022-07-18",North Sulawesi,-2,20,27,3,12,19
"2022-07-19",North Sulawesi,14,38,55,14,18,16
"2022-07-20",North Sulawesi,12,36,52,7,18,14
"2022-07-21",North Sulawesi,12,34,45,7,19,14
"2022-07-22",North Sulawesi,16,39,47,5,23,12
"2022-07-23",North Sulawesi,10,32,46,12,26,14
"2022-07-24",North Sulawesi,15,38,41,2,26,16
"2022-07-25",North Sulawesi,10,34,48,5,23,15
"2022-07-26",North Sulawesi,14,35,57,8,19,14
"2022-07-27",North Sulawesi,12,34,60,4,19,14
"2022-07-28",North Sulawesi,14,35,55,9,20,14
"2022-01-01",North Sumatra,-1,18,68,-8,-63,6
"2022-01-02",North Sumatra,7,30,34,3,-15,4
"2022-01-03",North Sumatra,16,45,65,11,-18,2
"2022-01-04",North Sumatra,7,35,39,5,-13,3
"2022-01-05",North Sumatra,15,45,40,9,-10,2
"2022-01-06",North Sumatra,12,40,31,0,-7,3
"2022-01-07",North Sumatra,9,35,20,-2,-5,3
"2022-01-08",North Sumatra,8,34,19,4,-6,4
"2022-01-09",North Sumatra,8,33,22,5,0,4
"2022-01-10",North Sumatra,4,30,13,-6,-6,4
"2022-01-11",North Sumatra,9,37,24,-2,-5,3
"2022-01-12",North Sumatra,7,34,18,-4,-4,4
"2022-01-13",North Sumatra,8,33,18,-10,-3,4
"2022-01-14",North Sumatra,4,29,9,-9,-1,4
"2022-01-15",North Sumatra,6,31,16,-3,-1,5
"2022-01-16",North Sumatra,6,29,22,-5,4,6
"2022-01-17",North Sumatra,5,29,18,-12,-3,5
"2022-01-18",North Sumatra,4,30,16,-11,-3,5
"2022-01-19",North Sumatra,7,33,18,-10,-1,5
"2022-01-20",North Sumatra,10,34,22,-13,0,5
"2022-01-21",North Sumatra,4,27,10,-15,2,5
"2022-01-22",North Sumatra,7,29,18,-10,3,5
"2022-01-23",North Sumatra,4,25,17,-12,6,7
"2022-01-24",North Sumatra,2,24,14,-17,0,6
"2022-01-25",North Sumatra,5,31,14,-14,-1,5
"2022-01-26",North Sumatra,9,33,18,-11,0,5
"2022-01-27",North Sumatra,7,29,14,-17,1,5
"2022-01-28",North Sumatra,8,31,10,-11,4,5
"2022-01-29",North Sumatra,8,32,14,-4,5,5
"2022-01-30",North Sumatra,6,28,16,-10,9,7
"2022-01-31",North Sumatra,15,42,40,-10,-9,5
"2022-02-01",North Sumatra,15,36,98,7,-60,11
"2022-02-02",North Sumatra,13,38,35,-4,-9,4
"2022-02-03",North Sumatra,12,36,29,-9,-6,5
"2022-02-04",North Sumatra,10,34,17,-6,2,5
"2022-02-05",North Sumatra,6,29,10,-4,2,6
"2022-02-06",North Sumatra,7,29,13,-5,6,6
"2022-02-07",North Sumatra,7,31,13,-13,0,5
"2022-02-08",North Sumatra,8,34,15,-13,-1,5
"2022-02-09",North Sumatra,6,28,10,-16,-2,7
"2022-02-10",North Sumatra,2,22,0,-22,-5,10
"2022-02-11",North Sumatra,5,28,5,-17,1,6
"2022-02-12",North Sumatra,6,30,10,-13,1,6
"2022-02-13",North Sumatra,4,27,10,-16,6,8
"2022-02-14",North Sumatra,7,34,15,-21,-3,6
"2022-02-15",North Sumatra,0,24,6,-20,-5,8
"2022-02-16",North Sumatra,0,24,5,-21,-5,9
"2022-02-17",North Sumatra,4,30,10,-22,-5,8
"2022-02-18",North Sumatra,0,25,3,-23,-3,8
"2022-02-19",North Sumatra,0,25,7,-20,-2,9
"2022-02-20",North Sumatra,-4,18,1,-23,6,10
"2022-02-21",North Sumatra,1,27,14,-24,-6,9
"2022-02-22",North Sumatra,0,24,13,-22,-7,9
"2022-02-23",North Sumatra,-1,24,13,-20,-6,10
"2022-02-24",North Sumatra,-2,20,10,-26,-8,12
"2022-02-25",North Sumatra,-9,13,-4,-23,-3,13
"2022-02-26",North Sumatra,-2,26,2,-13,-2,11
"2022-02-27",North Sumatra,-13,8,6,-21,5,12
"2022-02-28",North Sumatra,1,26,41,-12,-55,17
"2022-03-01",North Sumatra,3,34,16,-18,-7,10
"2022-03-02",North Sumatra,5,33,19,-15,-4,9
"2022-03-03",North Sumatra,12,37,54,-11,-50,16
"2022-03-04",North Sumatra,5,31,21,-18,4,12
"2022-03-05",North Sumatra,4,27,14,-14,3,13
"2022-03-06",North Sumatra,3,25,12,-13,17,13
"2022-03-07",North Sumatra,-2,18,20,-17,3,13
"2022-03-08",North Sumatra,7,32,33,-11,6,12
"2022-03-09",North Sumatra,5,28,33,-11,8,14
"2022-03-10",North Sumatra,10,33,42,-14,10,14
"2022-03-11",North Sumatra,7,28,32,-12,14,16
"2022-03-12",North Sumatra,9,31,34,-6,17,15
"2022-03-13",North Sumatra,9,30,34,-8,28,15
"2022-03-14",North Sumatra,9,30,45,-11,13,16
"2022-03-15",North Sumatra,7,28,40,-9,12,16
"2022-03-16",North Sumatra,4,26,38,-9,12,16
"2022-03-17",North Sumatra,4,24,35,-13,12,17
"2022-03-18",North Sumatra,8,30,34,-9,14,15
"2022-03-19",North Sumatra,9,32,36,-5,17,15
"2022-03-20",North Sumatra,8,30,33,-7,27,14
"2022-03-21",North Sumatra,9,31,51,-10,13,15
"2022-03-22",North Sumatra,8,30,47,-6,13,15
"2022-03-23",North Sumatra,4,24,41,-7,12,16
"2022-03-24",North Sumatra,11,34,50,-7,14,15
"2022-03-25",North Sumatra,10,32,39,-6,16,14
"2022-03-26",North Sumatra,10,34,40,-2,18,14
"2022-03-27",North Sumatra,14,36,47,0,28,12
"2022-03-28",North Sumatra,12,35,59,-4,14,14
"2022-03-29",North Sumatra,13,36,57,-2,13,14
"2022-03-30",North Sumatra,15,37,57,1,13,14
"2022-03-31",North Sumatra,20,44,63,3,8,13
"2022-04-01",North Sumatra,17,45,51,1,-1,14
"2022-04-02",North Sumatra,4,37,25,-10,-6,19
"2022-04-03",North Sumatra,-12,16,-5,-24,17,21
"2022-04-04",North Sumatra,1,31,39,-15,3,18
"2022-04-05",North Sumatra,1,31,36,-11,5,18
"2022-04-06",North Sumatra,1,26,34,-12,8,18
"2022-04-07",North Sumatra,3,27,33,-17,12,17
"2022-04-08",North Sumatra,-6,14,15,-21,13,18
"2022-04-09",North Sumatra,2,26,13,-16,17,18
"2022-04-10",North Sumatra,3,25,5,-18,33,18
"2022-04-11",North Sumatra,3,25,35,-18,14,17
"2022-04-12",North Sumatra,5,28,38,-14,13,17
"2022-04-13",North Sumatra,4,25,32,-13,12,17
"2022-04-14",North Sumatra,13,36,48,-5,11,15
"2022-04-15",North Sumatra,9,26,43,-11,-44,24
"2022-04-16",North Sumatra,5,29,27,-14,9,18
"2022-04-17",North Sumatra,7,26,12,-9,33,17
"2022-04-18",North Sumatra,8,29,40,-11,5,18
"2022-04-19",North Sumatra,8,32,36,-9,10,17
"2022-04-20",North Sumatra,11,35,40,-7,10,17
"2022-04-21",North Sumatra,15,38,43,-9,12,16
"2022-04-22",North Sumatra,11,34,31,-6,14,16
"2022-04-23",North Sumatra,13,37,24,0,17,17
"2022-04-24",North Sumatra,16,39,14,-2,37,17
"2022-04-25",North Sumatra,17,41,48,-4,9,16
"2022-04-26",North Sumatra,20,46,52,6,6,16
"2022-04-27",North Sumatra,25,53,58,14,5,15
"2022-04-28",North Sumatra,33,63,67,21,3,14
"2022-04-29",North Sumatra,30,63,57,28,-19,18
"2022-04-30",North Sumatra,25,61,46,31,-13,17
"2022-05-01",North Sumatra,21,62,40,11,17,16
"2022-05-02",North Sumatra,20,39,146,14,-67,14
"2022-05-03",North Sumatra,44,69,212,46,-68,11
"2022-05-04",North Sumatra,45,72,227,49,-60,12
"2022-05-05",North Sumatra,43,65,204,40,-52,14
"2022-05-06",North Sumatra,34,56,141,34,-43,16
"2022-05-07",North Sumatra,20,42,89,35,-28,15
"2022-05-08",North Sumatra,25,47,69,34,19,10
"2022-05-09",North Sumatra,29,50,88,22,4,13
"2022-05-10",North Sumatra,21,43,72,19,4,14
"2022-05-11",North Sumatra,19,41,59,17,5,15
"2022-05-12",North Sumatra,23,45,69,10,8,13
"2022-05-13",North Sumatra,17,39,50,7,11,14
"2022-05-14",North Sumatra,16,40,54,15,11,13
"2022-05-15",North Sumatra,17,37,66,10,24,12
"2022-05-16",North Sumatra,21,38,120,25,-49,20
"2022-05-17",North Sumatra,18,42,63,12,9,13
"2022-05-18",North Sumatra,16,39,63,7,8,14
"2022-05-19",North Sumatra,16,37,60,-3,9,15
"2022-05-20",North Sumatra,12,32,41,-2,11,15
"2022-05-21",North Sumatra,6,25,28,-5,13,15
"2022-05-22",North Sumatra,8,27,31,-6,28,15
"2022-05-23",North Sumatra,13,34,58,-4,10,14
"2022-05-24",North Sumatra,10,31,53,-2,8,15
"2022-05-25",North Sumatra,9,28,46,0,4,16
"2022-05-26",North Sumatra,22,40,102,4,-45,21
"2022-05-27",North Sumatra,9,30,38,-10,12,14
"2022-05-28",North Sumatra,10,31,41,-5,14,14
"2022-05-29",North Sumatra,9,28,41,-5,31,14
"2022-05-30",North Sumatra,13,34,56,-7,12,14
"2022-05-31",North Sumatra,15,37,55,0,11,13
"2022-06-01",North Sumatra,21,42,98,3,-44,21
"2022-06-02",North Sumatra,15,38,50,-5,12,14
"2022-06-03",North Sumatra,11,34,40,-7,14,15
"2022-06-04",North Sumatra,13,35,37,-2,15,14
"2022-06-05",North Sumatra,12,34,39,-4,31,14
"2022-06-06",North Sumatra,14,34,57,-5,11,15
"2022-06-07",North Sumatra,14,37,53,-3,10,15
"2022-06-08",North Sumatra,15,37,53,-1,11,15
"2022-06-09",North Sumatra,16,37,55,-5,12,15
"2022-06-10",North Sumatra,11,31,37,-4,13,16
"2022-06-11",North Sumatra,12,33,36,-1,16,15
"2022-06-12",North Sumatra,11,31,28,-3,31,15
"2022-06-13",North Sumatra,15,36,60,-2,12,15
"2022-06-14",North Sumatra,12,33,53,-2,11,15
"2022-06-15",North Sumatra,11,32,49,0,10,16
"2022-06-16",North Sumatra,17,37,60,-4,11,15
"2022-06-17",North Sumatra,8,28,40,-3,12,16
"2022-06-18",North Sumatra,10,30,35,-2,14,15
"2022-06-19",North Sumatra,12,31,42,-2,32,14
"2022-06-20",North Sumatra,15,36,68,1,8,15
"2022-06-21",North Sumatra,5,24,50,0,6,16
"2022-06-22",North Sumatra,6,25,53,1,5,16
"2022-06-23",North Sumatra,13,33,58,-1,5,16
"2022-06-24",North Sumatra,11,33,47,0,7,15
"2022-06-25",North Sumatra,12,34,47,4,12,14
"2022-06-26",North Sumatra,14,35,49,5,33,14
"2022-06-27",North Sumatra,15,35,69,5,0,16
"2022-06-28",North Sumatra,14,36,68,8,-1,16
"2022-06-29",North Sumatra,14,35,68,5,0,16
"2022-06-30",North Sumatra,20,42,73,4,1,15
"2022-07-01",North Sumatra,18,43,64,6,2,14
"2022-07-02",North Sumatra,17,43,61,10,1,14
"2022-07-03",North Sumatra,16,41,59,5,31,13
"2022-07-04",North Sumatra,19,44,78,7,0,15
"2022-07-05",North Sumatra,19,45,79,10,0,15
"2022-07-06",North Sumatra,20,43,75,16,-1,15
"2022-07-07",North Sumatra,21,43,73,11,1,15
"2022-07-08",North Sumatra,18,44,60,16,2,14
"2022-07-09",North Sumatra,15,43,63,5,-27,18
"2022-07-10",North Sumatra,9,30,50,-6,17,13
"2022-07-11",North Sumatra,18,44,78,3,2,14
"2022-07-12",North Sumatra,15,41,68,10,5,14
"2022-07-13",North Sumatra,16,42,70,9,7,14
"2022-07-14",North Sumatra,17,40,75,0,9,14
"2022-07-15",North Sumatra,12,34,50,-2,13,15
"2022-07-16",North Sumatra,13,37,48,2,15,14
"2022-07-17",North Sumatra,13,37,42,0,32,14
"2022-07-18",North Sumatra,12,36,63,-1,12,14
"2022-07-19",North Sumatra,13,36,63,-2,13,17
"2022-07-20",North Sumatra,9,33,58,-2,12,15
"2022-07-21",North Sumatra,13,36,56,-7,14,14
"2022-07-22",North Sumatra,8,30,39,-6,16,15
"2022-07-23",North Sumatra,11,32,44,-5,20,14
"2022-07-24",North Sumatra,3,21,23,-13,25,17
"2022-07-25",North Sumatra,5,27,44,-10,12,16
"2022-07-26",North Sumatra,10,34,56,-7,13,15
"2022-07-27",North Sumatra,9,32,54,-5,14,15
"2022-07-28",North Sumatra,13,36,57,-8,15,14
"2022-01-01",Papua,-9,1,30,-16,-47,-3
"2022-01-02",Papua,10,28,39,4,-17,-3
"2022-01-03",Papua,10,35,19,9,-29,-2
"2022-01-04",Papua,17,37,17,13,-27,-3
"2022-01-05",Papua,15,34,19,11,-15,-4
"2022-01-06",Papua,14,36,24,17,-11,-5
"2022-01-07",Papua,0,23,9,11,-24,-2
"2022-01-08",Papua,2,34,7,20,-6,-4
"2022-01-09",Papua,1,24,3,18,-13,0
"2022-01-10",Papua,12,39,29,15,-11,-6
"2022-01-11",Papua,15,38,24,15,-10,-7
"2022-01-12",Papua,11,29,23,11,-8,-4
"2022-01-13",Papua,10,33,24,15,-5,-5
"2022-01-14",Papua,6,26,21,15,-4,-4
"2022-01-15",Papua,5,30,14,24,0,-3
"2022-01-16",Papua,4,21,18,17,-6,0
"2022-01-17",Papua,6,29,22,8,-3,-4
"2022-01-18",Papua,5,24,17,14,-6,-3
"2022-01-19",Papua,12,26,25,6,-2,-3
"2022-01-20",Papua,11,28,24,9,0,-2
"2022-01-21",Papua,7,23,18,13,0,-2
"2022-01-22",Papua,4,29,11,10,5,-1
"2022-01-23",Papua,1,16,13,15,-8,2
"2022-01-24",Papua,7,28,22,14,1,-3
"2022-01-25",Papua,-1,14,7,8,-5,-5
"2022-01-26",Papua,10,23,19,10,-3,-4
"2022-01-27",Papua,10,27,17,10,2,-3
"2022-01-28",Papua,3,18,13,13,2,-2
"2022-01-29",Papua,5,29,7,12,7,-2
"2022-01-30",Papua,4,17,12,9,-4,2
"2022-01-31",Papua,8,28,12,2,0,-3
"2022-02-01",Papua,10,20,38,9,-51,6
"2022-02-02",Papua,17,37,17,5,-1,-3
"2022-02-03",Papua,13,38,19,8,1,-2
"2022-02-04",Papua,9,31,17,7,-16,1
"2022-02-05",Papua,2,27,10,14,-10,1
"2022-02-06",Papua,10,29,20,24,-4,1
"2022-02-07",Papua,8,33,15,10,-4,-2
"2022-02-08",Papua,11,33,18,14,-8,-1
"2022-02-09",Papua,9,27,25,6,-8,1
"2022-02-10",Papua,9,32,22,9,-7,0
"2022-02-11",Papua,2,22,14,10,-8,2
"2022-02-12",Papua,0,27,27,11,-1,1
"2022-02-13",Papua,4,25,22,19,-6,2
"2022-02-14",Papua,9,35,14,10,-7,0
"2022-02-15",Papua,6,30,12,11,-10,1
"2022-02-16",Papua,2,22,12,2,-11,3
"2022-02-17",Papua,5,29,18,3,-8,1
"2022-02-18",Papua,0,21,8,5,-8,1
"2022-02-19",Papua,-5,22,1,4,0,2
"2022-02-20",Papua,-1,21,11,13,-7,4
"2022-02-21",Papua,-3,19,14,-4,-7,1
"2022-02-22",Papua,-4,10,-1,0,-12,2
"2022-02-23",Papua,4,21,19,-4,-7,3
"2022-02-24",Papua,-7,13,7,0,-4,4
"2022-02-25",Papua,3,27,22,8,-1,3
"2022-02-26",Papua,1,34,12,13,8,2
"2022-02-27",Papua,3,26,25,11,-2,3
"2022-02-28",Papua,-1,20,39,4,-45,8
"2022-03-01",Papua,11,36,21,2,-2,1
"2022-03-02",Papua,15,38,29,-2,-2,1
"2022-03-03",Papua,7,28,45,4,-44,9
"2022-03-04",Papua,9,33,29,6,7,5
"2022-03-05",Papua,1,31,12,3,13,6
"2022-03-06",Papua,7,30,28,12,5,6
"2022-03-07",Papua,7,32,31,5,7,6
"2022-03-08",Papua,-2,21,27,4,1,9
"2022-03-09",Papua,13,34,50,8,10,8
"2022-03-10",Papua,10,36,50,6,13,9
"2022-03-11",Papua,8,33,43,13,16,11
"2022-03-12",Papua,8,41,37,16,24,10
"2022-03-13",Papua,9,37,53,19,16,10
"2022-03-14",Papua,7,34,57,9,17,11
"2022-03-15",Papua,13,38,54,14,15,10
"2022-03-16",Papua,14,34,56,18,15,11
"2022-03-17",Papua,11,37,56,12,17,11
"2022-03-18",Papua,9,34,51,11,18,11
"2022-03-19",Papua,7,38,37,17,24,9
"2022-03-20",Papua,7,32,54,20,15,10
"2022-03-21",Papua,4,29,52,10,17,11
"2022-03-22",Papua,8,31,53,14,14,11
"2022-03-23",Papua,10,31,63,12,15,11
"2022-03-24",Papua,6,29,50,12,19,11
"2022-03-25",Papua,5,29,46,16,18,11
"2022-03-26",Papua,8,40,48,19,26,9
"2022-03-27",Papua,1,21,53,17,8,7
"2022-03-28",Papua,-5,19,39,12,11,9
"2022-03-29",Papua,3,22,38,21,9,9
"2022-03-30",Papua,9,28,54,20,10,9
"2022-03-31",Papua,4,26,49,22,12,8
"2022-04-01",Papua,5,32,49,27,6,10
"2022-04-02",Papua,7,46,35,19,16,8
"2022-04-03",Papua,-4,28,26,14,8,12
"2022-04-04",Papua,0,29,48,11,10,12
"2022-04-05",Papua,5,33,51,12,9,10
"2022-04-06",Papua,6,30,55,15,12,11
"2022-04-07",Papua,4,31,50,10,15,10
"2022-04-08",Papua,3,29,44,19,16,10
"2022-04-09",Papua,1,37,28,23,22,10
"2022-04-10",Papua,-1,22,21,17,11,11
"2022-04-11",Papua,4,32,48,18,15,10
"2022-04-12",Papua,5,32,47,17,4,12
"2022-04-13",Papua,7,29,50,12,8,12
"2022-04-14",Papua,10,39,57,14,6,10
"2022-04-15",Papua,-5,13,37,9,-42,19
"2022-04-16",Papua,-2,33,24,10,10,11
"2022-04-17",Papua,1,28,37,6,13,10
"2022-04-18",Papua,0,26,62,13,-22,16
"2022-04-19",Papua,12,36,49,20,12,9
"2022-04-20",Papua,11,33,57,10,10,11
"2022-04-21",Papua,8,33,49,17,12,9
"2022-04-22",Papua,5,29,38,23,13,10
"2022-04-23",Papua,6,37,26,16,20,9
"2022-04-24",Papua,9,37,29,17,15,10
"2022-04-25",Papua,12,42,58,14,13,10
"2022-04-26",Papua,21,48,53,14,9,9
"2022-04-27",Papua,21,46,50,12,8,9
"2022-04-28",Papua,21,49,49,24,7,9
"2022-04-29",Papua,23,56,49,26,-22,13
"2022-04-30",Papua,18,64,24,25,4,9
"2022-05-01",Papua,29,84,31,2,7,8
"2022-05-02",Papua,6,26,95,-6,-60,12
"2022-05-03",Papua,10,28,75,-12,-59,13
"2022-05-04",Papua,12,33,73,-1,-43,13
"2022-05-05",Papua,12,31,74,1,-34,13
"2022-05-06",Papua,4,23,46,2,-32,16
"2022-05-07",Papua,2,28,41,14,1,9
"2022-05-08",Papua,4,25,59,26,8,8
"2022-05-09",Papua,8,30,46,17,7,9
"2022-05-10",Papua,5,27,34,6,-3,11
"2022-05-11",Papua,12,29,40,8,6,9
"2022-05-12",Papua,8,30,40,8,9,9
"2022-05-13",Papua,8,28,40,10,11,9
"2022-05-14",Papua,4,31,31,18,17,7
"2022-05-15",Papua,6,22,53,23,8,7
"2022-05-16",Papua,3,20,73,23,-39,15
"2022-05-17",Papua,10,32,41,15,10,8
"2022-05-18",Papua,9,26,46,9,10,9
"2022-05-19",Papua,6,27,38,15,12,9
"2022-05-20",Papua,4,26,34,11,13,9
"2022-05-21",Papua,-1,25,24,24,19,8
"2022-05-22",Papua,3,26,40,24,13,9
"2022-05-23",Papua,2,25,43,12,13,9
"2022-05-24",Papua,10,29,47,15,10,9
"2022-05-25",Papua,14,32,45,10,11,8
"2022-05-26",Papua,5,19,70,18,-41,16
"2022-05-27",Papua,5,26,39,4,-11,12
"2022-05-28",Papua,1,30,32,10,17,8
"2022-05-29",Papua,3,25,47,17,15,8
"2022-05-30",Papua,2,28,38,4,16,10
"2022-05-31",Papua,13,36,41,7,12,9
"2022-06-01",Papua,13,30,78,13,-37,17
"2022-06-02",Papua,15,42,51,6,18,9
"2022-06-03",Papua,9,37,44,6,10,11
"2022-06-04",Papua,7,38,28,16,23,9
"2022-06-05",Papua,13,40,53,17,15,9
"2022-06-06",Papua,11,36,68,5,-18,14
"2022-06-07",Papua,19,41,46,16,14,9
"2022-06-08",Papua,18,35,54,5,11,11
"2022-06-09",Papua,13,37,53,12,14,10
"2022-06-10",Papua,13,35,56,9,16,10
"2022-06-11",Papua,10,39,47,14,22,9
"2022-06-12",Papua,10,32,54,14,16,10
"2022-06-13",Papua,10,35,49,8,14,11
"2022-06-14",Papua,16,36,50,14,11,10
"2022-06-15",Papua,15,33,55,15,8,11
"2022-06-16",Papua,14,38,52,17,13,10
"2022-06-17",Papua,11,34,42,18,12,11
"2022-06-18",Papua,7,37,27,23,23,10
"2022-06-19",Papua,6,29,39,18,16,10
"2022-06-20",Papua,9,32,45,10,11,11
"2022-06-21",Papua,16,40,52,19,7,10
"2022-06-22",Papua,14,32,54,16,6,11
"2022-06-23",Papua,11,36,48,17,9,11
"2022-06-24",Papua,10,34,51,18,9,11
"2022-06-25",Papua,12,42,39,23,22,9
"2022-06-26",Papua,8,32,46,18,16,10
"2022-06-27",Papua,9,34,54,18,8,11
"2022-06-28",Papua,15,35,55,23,4,11
"2022-06-29",Papua,17,34,62,18,6,11
"2022-06-30",Papua,13,35,58,17,9,10
"2022-07-01",Papua,16,40,55,17,9,10
"2022-07-02",Papua,10,40,32,23,18,10
"2022-07-03",Papua,16,40,47,14,15,10
"2022-07-04",Papua,18,45,62,11,8,11
"2022-07-05",Papua,19,39,53,15,4,10
"2022-07-06",Papua,15,32,50,16,3,12
"2022-07-07",Papua,20,41,64,13,6,10
"2022-07-08",Papua,18,41,59,16,7,10
"2022-07-09",Papua,13,45,40,19,-1,12
"2022-07-10",Papua,5,24,56,5,8,9
"2022-07-11",Papua,15,40,65,17,4,10
"2022-07-12",Papua,19,42,52,17,5,10
"2022-07-13",Papua,20,39,63,17,6,10
"2022-07-14",Papua,13,37,60,17,5,11
"2022-07-15",Papua,13,36,56,17,9,11
"2022-07-16",Papua,11,44,45,29,20,9
"2022-07-17",Papua,8,29,32,22,13,12
"2022-07-18",Papua,12,37,55,14,14,10
"2022-07-19",Papua,14,36,56,17,13,13
"2022-07-20",Papua,12,32,51,14,11,12
"2022-07-21",Papua,9,34,52,13,15,10
"2022-07-22",Papua,11,32,46,13,16,10
"2022-07-23",Papua,10,42,36,25,27,9
"2022-07-24",Papua,9,35,52,19,16,11
"2022-07-25",Papua,7,36,52,10,17,12
"2022-07-26",Papua,19,44,60,10,15,10
"2022-07-27",Papua,18,38,58,19,16,10
"2022-07-28",Papua,17,44,62,12,20,9
"2022-01-01",Riau,14,32,66,8,-45,3
"2022-01-02",Riau,13,28,21,5,-9,3
"2022-01-03",Riau,16,39,14,11,-11,-2
"2022-01-04",Riau,17,39,14,17,-8,-2
"2022-01-05",Riau,16,39,22,11,-6,-1
"2022-01-06",Riau,18,38,18,13,-4,-1
"2022-01-07",Riau,14,36,21,12,-3,-1
"2022-01-08",Riau,11,28,19,12,-3,0
"2022-01-09",Riau,15,32,22,6,0,2
"2022-01-10",Riau,12,32,7,3,-6,-1
"2022-01-11",Riau,14,35,13,10,-4,-2
"2022-01-12",Riau,13,34,23,8,-3,-1
"2022-01-13",Riau,15,34,21,7,-1,0
"2022-01-14",Riau,12,31,26,5,0,0
"2022-01-15",Riau,13,30,29,10,1,1
"2022-01-16",Riau,15,29,31,2,4,3
"2022-01-17",Riau,11,30,17,0,-1,1
"2022-01-18",Riau,8,25,16,4,-2,2
"2022-01-19",Riau,6,24,17,1,1,3
"2022-01-20",Riau,19,39,23,11,3,2
"2022-01-21",Riau,13,30,23,8,4,2
"2022-01-22",Riau,12,26,22,5,3,3
"2022-01-23",Riau,13,23,22,-5,7,5
"2022-01-24",Riau,12,26,13,-3,0,3
"2022-01-25",Riau,11,27,13,3,2,2
"2022-01-26",Riau,15,32,26,4,2,2
"2022-01-27",Riau,18,32,23,8,4,2
"2022-01-28",Riau,16,32,28,12,6,2
"2022-01-29",Riau,16,30,29,19,7,2
"2022-01-30",Riau,17,27,29,6,9,4
"2022-01-31",Riau,18,34,28,8,-3,1
"2022-02-01",Riau,17,31,45,14,-52,11
"2022-02-02",Riau,18,37,35,12,-1,1
"2022-02-03",Riau,20,36,29,13,1,2
"2022-02-04",Riau,14,29,26,10,3,2
"2022-02-05",Riau,14,29,23,14,3,3
"2022-02-06",Riau,11,20,18,6,3,7
"2022-02-07",Riau,17,33,17,8,2,1
"2022-02-08",Riau,11,23,15,2,2,2
"2022-02-09",Riau,10,24,19,1,2,3
"2022-02-10",Riau,18,33,18,5,2,3
"2022-02-11",Riau,14,28,20,5,4,3
"2022-02-12",Riau,15,29,26,4,4,3
"2022-02-13",Riau,17,29,25,-1,8,5
"2022-02-14",Riau,16,33,21,-2,2,2
"2022-02-15",Riau,13,29,20,3,2,2
