"date","province","retail_and_recreation","grocery_and_pharmacy","park","transit","workplace","resident"
"2022-07-27",Central Kalimantan,15,37,66,23,23,13
"2022-07-28",Central Kalimantan,28,69,103,32,28,10
"2022-01-01",Central Sulawesi,26,42,53,-10,-35,-2
"2022-01-02",Central Sulawesi,41,62,28,9,1,-2
"2022-01-03",Central Sulawesi,39,63,13,8,-5,-2
"2022-01-04",Central Sulawesi,42,63,12,17,-2,-3
"2022-01-05",Central Sulawesi,46,74,19,30,1,-4
"2022-01-06",Central Sulawesi,44,66,17,25,4,-2
"2022-01-07",Central Sulawesi,36,59,13,25,5,-3
"2022-01-08",Central Sulawesi,33,55,14,18,11,-1
"2022-01-09",Central Sulawesi,46,65,23,24,13,-2
"2022-01-10",Central Sulawesi,43,62,22,14,4,-4
"2022-01-11",Central Sulawesi,38,59,17,10,3,-3
"2022-01-12",Central Sulawesi,36,58,20,16,6,-3
"2022-01-13",Central Sulawesi,37,57,22,13,9,-3
"2022-01-14",Central Sulawesi,33,56,19,9,9,-3
"2022-01-15",Central Sulawesi,33,53,24,14,16,-2
"2022-01-16",Central Sulawesi,30,47,19,13,14,1
"2022-01-17",Central Sulawesi,40,60,28,13,7,-2
"2022-01-18",Central Sulawesi,36,54,27,9,8,-2
"2022-01-19",Central Sulawesi,33,59,16,14,11,0
"2022-01-20",Central Sulawesi,38,61,22,15,13,0
"2022-01-21",Central Sulawesi,32,57,18,6,14,0
"2022-01-22",Central Sulawesi,35,55,30,8,22,0
"2022-01-23",Central Sulawesi,41,59,32,17,22,1
"2022-01-24",Central Sulawesi,37,59,24,13,12,0
"2022-01-25",Central Sulawesi,37,58,24,10,11,0
"2022-01-26",Central Sulawesi,34,60,27,8,12,-1
"2022-01-27",Central Sulawesi,27,48,15,12,14,1
"2022-01-28",Central Sulawesi,34,60,20,7,16,0
"2022-01-29",Central Sulawesi,37,59,27,12,27,0
"2022-01-30",Central Sulawesi,40,61,28,14,24,1
"2022-01-31",Central Sulawesi,43,65,26,5,12,-1
"2022-02-01",Central Sulawesi,40,61,46,-3,-45,8
"2022-02-02",Central Sulawesi,42,70,23,8,15,-1
"2022-02-03",Central Sulawesi,41,68,21,14,17,0
"2022-02-04",Central Sulawesi,40,69,23,9,19,-1
"2022-02-05",Central Sulawesi,41,66,29,18,26,0
"2022-02-06",Central Sulawesi,46,67,27,24,23,1
"2022-02-07",Central Sulawesi,41,63,22,6,12,0
"2022-02-08",Central Sulawesi,31,49,10,-2,11,1
"2022-02-09",Central Sulawesi,32,57,13,8,12,1
"2022-02-10",Central Sulawesi,41,65,20,11,14,0
"2022-02-11",Central Sulawesi,37,63,16,6,14,0
"2022-02-12",Central Sulawesi,27,49,10,1,20,3
"2022-02-13",Central Sulawesi,45,67,23,10,22,2
"2022-02-14",Central Sulawesi,44,65,23,4,11,0
"2022-02-15",Central Sulawesi,41,58,21,0,11,1
"2022-02-16",Central Sulawesi,31,52,18,6,12,2
"2022-02-17",Central Sulawesi,34,57,20,6,13,2
"2022-02-18",Central Sulawesi,24,48,18,7,12,2
"2022-02-19",Central Sulawesi,19,44,19,-1,21,4
"2022-02-20",Central Sulawesi,33,58,18,7,21,4
"2022-02-21",Central Sulawesi,27,55,22,-5,5,4
"2022-02-22",Central Sulawesi,34,59,35,3,5,2
"2022-02-23",Central Sulawesi,27,55,42,11,7,5
"2022-02-24",Central Sulawesi,30,58,49,29,10,5
"2022-02-25",Central Sulawesi,27,60,47,28,9,6
"2022-02-26",Central Sulawesi,32,64,45,18,25,5
"2022-02-27",Central Sulawesi,34,59,44,10,24,5
"2022-02-28",Central Sulawesi,22,49,64,0,-42,12
"2022-03-01",Central Sulawesi,36,68,59,-3,8,5
"2022-03-02",Central Sulawesi,31,65,60,-3,6,6
"2022-03-03",Central Sulawesi,28,61,85,4,-40,13
"2022-03-04",Central Sulawesi,34,72,86,0,15,8
"2022-03-05",Central Sulawesi,34,69,71,6,28,9
"2022-03-06",Central Sulawesi,33,63,68,12,31,9
"2022-03-07",Central Sulawesi,33,66,93,1,14,10
"2022-03-08",Central Sulawesi,44,76,124,16,20,9
"2022-03-09",Central Sulawesi,39,75,133,11,23,11
"2022-03-10",Central Sulawesi,40,76,143,19,28,12
"2022-03-11",Central Sulawesi,37,72,138,12,29,13
"2022-03-12",Central Sulawesi,34,67,124,17,43,13
"2022-03-13",Central Sulawesi,42,73,115,11,45,13
"2022-03-14",Central Sulawesi,43,75,157,18,29,13
"2022-03-15",Central Sulawesi,47,78,162,21,28,13
"2022-03-16",Central Sulawesi,43,78,155,26,28,13
"2022-03-17",Central Sulawesi,37,65,149,31,31,13
"2022-03-18",Central Sulawesi,41,79,142,22,32,12
"2022-03-19",Central Sulawesi,41,73,132,27,48,11
"2022-03-20",Central Sulawesi,43,74,120,24,50,12
"2022-03-21",Central Sulawesi,40,72,157,27,30,12
"2022-03-22",Central Sulawesi,46,74,154,26,30,12
"2022-03-23",Central Sulawesi,38,72,148,24,27,13
"2022-03-24",Central Sulawesi,44,77,152,25,34,12
"2022-03-25",Central Sulawesi,41,75,143,27,34,11
"2022-03-26",Central Sulawesi,44,75,139,25,51,10
"2022-03-27",Central Sulawesi,45,74,132,25,53,10
"2022-03-28",Central Sulawesi,47,80,161,37,33,11
"2022-03-29",Central Sulawesi,48,85,162,19,31,11
"2022-03-30",Central Sulawesi,44,81,160,25,29,11
"2022-03-31",Central Sulawesi,50,91,159,26,32,10
"2022-04-01",Central Sulawesi,55,108,158,28,23,9
"2022-04-02",Central Sulawesi,36,90,127,19,25,14
"2022-04-03",Central Sulawesi,14,62,97,-10,32,17
"2022-04-04",Central Sulawesi,26,68,146,-2,12,16
"2022-04-05",Central Sulawesi,32,72,147,10,16,15
"2022-04-06",Central Sulawesi,27,68,139,0,17,16
"2022-04-07",Central Sulawesi,32,71,140,7,28,15
"2022-04-08",Central Sulawesi,33,74,129,4,29,14
"2022-04-09",Central Sulawesi,31,68,106,4,45,15
"2022-04-10",Central Sulawesi,39,77,101,3,55,14
"2022-04-11",Central Sulawesi,39,75,148,3,30,14
"2022-04-12",Central Sulawesi,40,74,148,8,29,14
"2022-04-13",Central Sulawesi,36,73,144,7,29,15
"2022-04-14",Central Sulawesi,40,78,147,15,32,14
"2022-04-15",Central Sulawesi,32,68,131,5,-25,20
"2022-04-16",Central Sulawesi,32,68,105,-2,41,15
"2022-04-17",Central Sulawesi,41,75,98,0,55,14
"2022-04-18",Central Sulawesi,42,79,153,9,29,14
"2022-04-19",Central Sulawesi,45,79,147,13,28,14
"2022-04-20",Central Sulawesi,43,82,140,17,29,14
"2022-04-21",Central Sulawesi,47,88,141,20,31,14
"2022-04-22",Central Sulawesi,47,90,135,19,32,13
"2022-04-23",Central Sulawesi,53,96,112,30,49,12
"2022-04-24",Central Sulawesi,66,108,104,24,61,12
"2022-04-25",Central Sulawesi,64,110,151,31,24,13
"2022-04-26",Central Sulawesi,74,124,156,35,22,12
"2022-04-27",Central Sulawesi,69,123,148,46,17,12
"2022-04-28",Central Sulawesi,80,140,157,65,14,11
"2022-04-29",Central Sulawesi,80,145,156,79,-18,13
"2022-04-30",Central Sulawesi,72,143,136,65,9,11
"2022-05-01",Central Sulawesi,92,186,148,51,36,8
"2022-05-02",Central Sulawesi,35,71,298,11,-54,13
"2022-05-03",Central Sulawesi,29,72,311,4,-56,13
"2022-05-04",Central Sulawesi,31,77,281,8,-48,12
"2022-05-05",Central Sulawesi,41,85,242,21,-40,13
"2022-05-06",Central Sulawesi,40,79,200,38,-34,14
"2022-05-07",Central Sulawesi,40,78,171,43,1,10
"2022-05-08",Central Sulawesi,51,88,160,71,36,7
"2022-05-09",Central Sulawesi,44,77,164,37,19,12
"2022-05-10",Central Sulawesi,55,90,159,31,20,11
"2022-05-11",Central Sulawesi,52,89,160,41,23,11
"2022-05-12",Central Sulawesi,44,76,150,34,27,12
"2022-05-13",Central Sulawesi,50,87,145,38,28,11
"2022-05-14",Central Sulawesi,44,79,126,41,40,11
"2022-05-15",Central Sulawesi,58,92,147,43,50,9
"2022-05-16",Central Sulawesi,44,72,185,36,-31,18
"2022-05-17",Central Sulawesi,51,80,158,37,28,11
"2022-05-18",Central Sulawesi,45,77,158,37,28,11
"2022-05-19",Central Sulawesi,46,77,151,28,30,12
"2022-05-20",Central Sulawesi,44,77,144,25,31,11
"2022-05-21",Central Sulawesi,34,62,124,17,44,12
"2022-05-22",Central Sulawesi,50,80,128,28,53,11
"2022-05-23",Central Sulawesi,45,75,159,30,30,12
"2022-05-24",Central Sulawesi,49,78,156,23,29,12
"2022-05-25",Central Sulawesi,42,79,162,29,29,10
"2022-05-26",Central Sulawesi,34,70,171,25,-27,19
"2022-05-27",Central Sulawesi,40,80,138,14,33,11
"2022-05-28",Central Sulawesi,42,79,135,8,51,10
"2022-05-29",Central Sulawesi,44,78,121,25,58,11
"2022-05-30",Central Sulawesi,46,82,158,14,32,11
"2022-05-31",Central Sulawesi,53,89,157,20,33,10
"2022-06-01",Central Sulawesi,43,84,169,27,-27,18
"2022-06-02",Central Sulawesi,48,90,143,27,37,12
"2022-06-03",Central Sulawesi,47,90,141,10,38,11
"2022-06-04",Central Sulawesi,45,86,128,16,52,11
"2022-06-05",Central Sulawesi,48,92,128,21,57,11
"2022-06-06",Central Sulawesi,50,87,158,27,34,11
"2022-06-07",Central Sulawesi,50,85,152,17,30,12
"2022-06-08",Central Sulawesi,47,85,159,31,30,12
"2022-06-09",Central Sulawesi,46,83,156,25,33,12
"2022-06-10",Central Sulawesi,45,83,141,18,37,12
"2022-06-11",Central Sulawesi,46,83,135,25,54,11
"2022-06-12",Central Sulawesi,48,85,122,31,60,11
"2022-06-13",Central Sulawesi,50,84,161,33,33,12
"2022-06-14",Central Sulawesi,49,81,156,25,32,12
"2022-06-15",Central Sulawesi,41,75,149,20,31,13
"2022-06-16",Central Sulawesi,47,84,155,26,32,12
"2022-06-17",Central Sulawesi,40,78,139,23,35,12
"2022-06-18",Central Sulawesi,46,82,136,21,52,11
"2022-06-19",Central Sulawesi,42,78,130,25,60,12
"2022-06-20",Central Sulawesi,48,86,164,33,27,13
"2022-06-21",Central Sulawesi,41,75,153,20,26,14
"2022-06-22",Central Sulawesi,43,79,153,33,25,13
"2022-06-23",Central Sulawesi,44,81,149,29,26,13
"2022-06-24",Central Sulawesi,43,78,142,31,28,12
"2022-06-25",Central Sulawesi,45,81,137,34,49,11
"2022-06-26",Central Sulawesi,48,86,137,29,63,10
"2022-06-27",Central Sulawesi,46,77,159,27,21,13
"2022-06-28",Central Sulawesi,46,80,156,20,21,13
"2022-06-29",Central Sulawesi,42,78,154,22,21,13
"2022-06-30",Central Sulawesi,42,79,148,27,24,14
"2022-07-01",Central Sulawesi,53,102,147,21,27,11
"2022-07-02",Central Sulawesi,55,100,147,23,44,10
"2022-07-03",Central Sulawesi,54,98,131,24,59,11
"2022-07-04",Central Sulawesi,55,96,170,26,27,12
"2022-07-05",Central Sulawesi,51,93,162,27,25,12
"2022-07-06",Central Sulawesi,52,95,167,30,25,11
"2022-07-07",Central Sulawesi,52,94,156,29,26,11
"2022-07-08",Central Sulawesi,59,113,157,40,25,10
"2022-07-09",Central Sulawesi,39,102,129,7,8,15
"2022-07-10",Central Sulawesi,31,66,162,3,37,9
"2022-07-11",Central Sulawesi,41,82,191,12,14,11
"2022-07-12",Central Sulawesi,45,86,173,18,21,11
"2022-07-13",Central Sulawesi,45,87,165,37,26,11
"2022-07-14",Central Sulawesi,38,76,153,25,29,12
"2022-07-15",Central Sulawesi,45,86,156,20,32,11
"2022-07-16",Central Sulawesi,39,77,138,33,50,11
"2022-07-17",Central Sulawesi,42,83,127,25,55,12
"2022-07-18",Central Sulawesi,44,82,156,27,28,13
"2022-07-19",Central Sulawesi,54,92,180,33,36,13
"2022-07-20",Central Sulawesi,44,85,168,39,35,11
"2022-07-21",Central Sulawesi,44,83,161,28,38,11
"2022-07-22",Central Sulawesi,39,78,147,15,39,11
"2022-07-23",Central Sulawesi,42,78,141,28,58,11
"2022-07-24",Central Sulawesi,50,80,127,28,59,11
"2022-07-25",Central Sulawesi,47,84,148,21,36,11
"2022-07-26",Central Sulawesi,44,78,160,24,35,12
"2022-07-27",Central Sulawesi,33,70,149,24,35,13
"2022-07-28",Central Sulawesi,44,84,156,21,38,12
"2022-01-01",East Java,-1,18,43,-19,-52,8
"2022-01-02",East Java,11,34,19,-5,-3,3
"2022-01-03",East Java,16,39,16,-7,-3,2
"2022-01-04",East Java,11,34,7,-10,-1,2
"2022-01-05",East Java,14,38,7,-11,1,2
"2022-01-06",East Java,11,32,10,-12,3,3
"2022-01-07",East Java,2,22,-7,-16,2,5
"2022-01-08",East Java,8,31,2,-8,6,3
"2022-01-09",East Java,3,21,-2,-10,3,5
"2022-01-10",East Java,7,26,0,-12,1,3
"2022-01-11",East Java,-1,16,-11,-17,1,4
"2022-01-12",East Java,10,32,0,-13,3,3
"2022-01-13",East Java,6,26,1,-14,4,4
"2022-01-14",East Java,7,28,-1,-14,5,4
"2022-01-15",East Java,4,23,-6,-11,7,5
"2022-01-16",East Java,6,22,7,-10,5,6
"2022-01-17",East Java,4,21,-1,-15,4,5
"2022-01-18",East Java,2,19,-6,-18,4,5
"2022-01-19",East Java,6,26,-5,-18,5,5
"2022-01-20",East Java,0,17,-7,-19,6,7
"2022-01-21",East Java,9,32,-2,-16,8,5
"2022-01-22",East Java,5,24,-3,-15,10,6
"2022-01-23",East Java,13,31,14,-12,9,6
"2022-01-24",East Java,13,30,11,-15,7,5
"2022-01-25",East Java,9,27,4,-17,6,5
"2022-01-26",East Java,11,30,4,-17,7,5
"2022-01-27",East Java,8,25,5,-19,8,6
"2022-01-28",East Java,3,20,-8,-17,9,6
"2022-01-29",East Java,8,29,0,-10,12,5
"2022-01-30",East Java,8,25,9,-13,10,6
"2022-01-31",East Java,18,37,18,-10,2,4
"2022-02-01",East Java,15,32,50,-3,-51,13
"2022-02-02",East Java,15,43,6,-11,7,4
"2022-02-03",East Java,9,32,5,-16,7,6
"2022-02-04",East Java,8,32,-4,-17,7,6
"2022-02-05",East Java,8,31,-4,-15,10,6
"2022-02-06",East Java,5,24,-3,-16,6,8
"2022-02-07",East Java,10,32,2,-18,2,6
"2022-02-08",East Java,6,25,-2,-19,1,7
"2022-02-09",East Java,5,25,-6,-22,0,8
"2022-02-10",East Java,8,31,1,-21,0,8
"2022-02-11",East Java,0,21,-13,-24,-1,9
"2022-02-12",East Java,0,23,-14,-24,4,9
"2022-02-13",East Java,2,23,-7,-23,4,9
"2022-02-14",East Java,9,33,2,-23,-4,9
"2022-02-15",East Java,3,25,-3,-25,-5,9
"2022-02-16",East Java,7,32,0,-24,-4,9
"2022-02-17",East Java,4,26,1,-26,-4,10
"2022-02-18",East Java,-2,22,-12,-29,-4,11
"2022-02-19",East Java,1,25,-9,-27,4,10
"2022-02-20",East Java,0,21,-7,-27,6,11
"2022-02-21",East Java,2,23,1,-25,-5,11
"2022-02-22",East Java,5,26,4,-25,-5,9
"2022-02-23",East Java,4,26,4,-25,-2,11
"2022-02-24",East Java,3,24,7,-24,-1,11
"2022-02-25",East Java,1,27,-5,-20,0,12
"2022-02-26",East Java,-3,22,-11,-12,8,10
"2022-02-27",East Java,9,33,12,-15,9,8
"2022-02-28",East Java,13,33,50,-1,-52,16
"2022-03-01",East Java,7,34,11,-13,-1,9
"2022-03-02",East Java,8,33,9,-14,0,9
"2022-03-03",East Java,14,36,52,-11,-45,17
"2022-03-04",East Java,2,26,8,-23,5,14
"2022-03-05",East Java,8,34,11,-18,13,12
"2022-03-06",East Java,6,27,10,-15,15,13
"2022-03-07",East Java,8,27,17,-17,7,13
"2022-03-08",East Java,0,18,12,-20,7,15
"2022-03-09",East Java,6,28,18,-17,9,15
"2022-03-10",East Java,6,27,28,-17,11,16
"2022-03-11",East Java,8,32,21,-16,12,18
"2022-03-12",East Java,8,31,16,-12,20,16
"2022-03-13",East Java,5,26,16,-12,21,17
"2022-03-14",East Java,8,26,30,-13,13,18
"2022-03-15",East Java,7,28,28,-14,13,17
"2022-03-16",East Java,12,36,32,-11,14,17
"2022-03-17",East Java,10,31,40,-13,15,17
"2022-03-18",East Java,7,28,22,-12,14,18
"2022-03-19",East Java,4,25,13,-11,20,16
"2022-03-20",East Java,6,27,17,-8,20,16
"2022-03-21",East Java,7,25,30,-9,13,18
"2022-03-22",East Java,8,27,33,-10,13,17
"2022-03-23",East Java,11,31,31,-7,14,16
"2022-03-24",East Java,12,32,42,-7,15,16
"2022-03-25",East Java,9,33,27,-5,14,16
"2022-03-26",East Java,7,29,20,-2,20,15
"2022-03-27",East Java,9,29,23,0,21,14
"2022-03-28",East Java,13,31,40,-1,14,16
"2022-03-29",East Java,10,29,37,-4,13,16
"2022-03-30",East Java,18,41,45,-1,14,14
"2022-03-31",East Java,16,40,49,0,11,15
"2022-04-01",East Java,12,41,30,-5,6,16
"2022-04-02",East Java,8,43,11,-16,1,18
"2022-04-03",East Java,-18,11,-28,-33,7,24
"2022-04-04",East Java,0,28,24,-20,-4,22
"2022-04-05",East Java,1,28,24,-20,-1,20
"2022-04-06",East Java,4,29,23,-20,11,19
"2022-04-07",East Java,4,26,28,-23,13,19
"2022-04-08",East Java,0,23,13,-25,14,20
"2022-04-09",East Java,1,26,4,-26,20,19
"2022-04-10",East Java,2,24,-11,-28,25,20
"2022-04-11",East Java,9,30,33,-20,14,19
"2022-04-12",East Java,7,29,29,-20,13,19
"2022-04-13",East Java,10,31,28,-18,13,19
"2022-04-14",East Java,12,35,38,-4,13,17
"2022-04-15",East Java,10,29,27,-18,-39,27
"2022-04-16",East Java,3,25,4,-27,15,19
"2022-04-17",East Java,7,27,-7,-18,26,19
"2022-04-18",East Java,10,29,30,-14,12,19
"2022-04-19",East Java,-3,16,9,-19,10,20
"2022-04-20",East Java,15,41,27,-13,12,18
"2022-04-21",East Java,12,36,31,-14,13,18
"2022-04-22",East Java,14,40,25,-15,14,18
"2022-04-23",East Java,12,38,8,-13,20,17
"2022-04-24",East Java,18,43,-2,-12,29,18
"2022-04-25",East Java,26,52,48,-2,8,18
"2022-04-26",East Java,25,53,45,2,6,18
"2022-04-27",East Java,30,61,48,10,4,17
"2022-04-28",East Java,30,61,53,22,-4,18
"2022-04-29",East Java,32,69,47,22,-27,21
"2022-04-30",East Java,29,70,30,20,-18,19
"2022-05-01",East Java,31,85,22,9,5,17
"2022-05-02",East Java,44,59,149,13,-71,17
"2022-05-03",East Java,54,85,190,56,-73,13
"2022-05-04",East Java,60,93,207,67,-67,13
"2022-05-05",East Java,57,88,206,68,-61,14
"2022-05-06",East Java,39,68,124,46,-54,18
"2022-05-07",East Java,29,58,87,42,-33,14
"2022-05-08",East Java,24,50,41,35,8,13
"2022-05-09",East Java,35,56,93,29,2,15
"2022-05-10",East Java,27,49,66,21,4,15
"2022-05-11",East Java,31,55,65,17,7,15
"2022-05-12",East Java,22,43,58,10,10,16
"2022-05-13",East Java,18,41,40,9,12,16
"2022-05-14",East Java,17,41,36,21,16,14
"2022-05-15",East Java,23,44,53,18,19,13
"2022-05-16",East Java,32,46,118,36,-46,21
"2022-05-17",East Java,19,39,47,17,11,15
"2022-05-18",East Java,18,39,42,7,11,16
"2022-05-19",East Java,13,32,39,0,11,17
"2022-05-20",East Java,6,26,17,-5,12,18
"2022-05-21",East Java,13,35,26,-1,18,15
"2022-05-22",East Java,15,34,31,1,23,15
"2022-05-23",East Java,18,36,48,2,12,16
"2022-05-24",East Java,15,34,45,0,11,16
"2022-05-25",East Java,19,40,47,11,11,14
"2022-05-26",East Java,10,23,59,7,-43,25
"2022-05-27",East Java,10,32,28,-5,12,16
"2022-05-28",East Java,14,35,35,-3,18,14
"2022-05-29",East Java,13,32,27,-1,26,15
"2022-05-30",East Java,17,35,47,-2,14,16
"2022-05-31",East Java,16,36,47,0,13,14
"2022-06-01",East Java,24,44,80,6,-42,23
"2022-06-02",East Java,16,39,45,-6,15,16
"2022-06-03",East Java,12,35,29,-8,16,17
"2022-06-04",East Java,11,34,26,-6,20,16
"2022-06-05",East Java,8,29,23,-6,24,17
"2022-06-06",East Java,15,35,40,-5,15,17
"2022-06-07",East Java,16,37,42,-5,14,17
"2022-06-08",East Java,15,36,37,-6,14,17
"2022-06-09",East Java,14,33,42,-6,15,18
"2022-06-10",East Java,9,30,24,-7,16,18
"2022-06-11",East Java,11,33,29,-6,22,16
"2022-06-12",East Java,11,29,28,-3,27,16
"2022-06-13",East Java,12,29,36,-3,13,18
"2022-06-14",East Java,13,32,41,-4,13,17
"2022-06-15",East Java,16,37,43,-3,12,17
"2022-06-16",East Java,11,29,38,-7,12,18
"2022-06-17",East Java,5,25,23,-7,13,18
"2022-06-18",East Java,11,33,34,-4,21,15
"2022-06-19",East Java,10,29,30,-4,28,16
"2022-06-20",East Java,17,36,55,3,11,17
"2022-06-21",East Java,14,34,53,0,10,17
"2022-06-22",East Java,16,36,48,0,10,17
"2022-06-23",East Java,12,30,46,0,10,18
"2022-06-24",East Java,11,33,32,0,10,18
"2022-06-25",East Java,12,35,33,3,19,15
"2022-06-26",East Java,9,28,28,3,26,16
"2022-06-27",East Java,16,36,55,10,1,18
"2022-06-28",East Java,15,35,56,10,1,17
"2022-06-29",East Java,18,38,55,9,1,18
"2022-06-30",East Java,17,39,55,9,3,18
"2022-07-01",East Java,15,42,37,9,3,18
"2022-07-02",East Java,13,39,36,11,11,16
"2022-07-03",East Java,18,41,40,13,25,14
"2022-07-04",East Java,21,42,62,16,0,18
"2022-07-05",East Java,15,38,52,11,0,18
"2022-07-06",East Java,23,45,59,14,0,16
"2022-07-07",East Java,21,42,60,14,2,17
"2022-07-08",East Java,16,42,39,16,1,17
"2022-07-09",East Java,12,39,39,-2,-21,20
"2022-07-10",East Java,-3,16,13,-14,6,19
"2022-07-11",East Java,19,41,65,14,-4,17
"2022-07-12",East Java,18,40,58,16,-1,17
"2022-07-13",East Java,20,42,57,14,0,16
"2022-07-14",East Java,19,39,61,11,0,17
"2022-07-15",East Java,15,36,40,8,3,18
"2022-07-16",East Java,16,39,40,12,14,15
"2022-07-17",East Java,18,40,28,10,28,15
"2022-07-18",East Java,19,37,49,4,11,16
"2022-07-19",East Java,17,38,49,1,12,19
"2022-07-20",East Java,19,41,46,1,12,16
"2022-07-21",East Java,15,35,48,-2,14,16
"2022-07-22",East Java,12,33,32,-1,16,17
"2022-07-23",East Java,14,34,24,0,21,15
"2022-07-24",East Java,12,31,18,-1,24,16
"2022-07-25",East Java,15,35,34,-1,15,17
"2022-07-26",East Java,16,36,36,-2,16,16
"2022-07-27",East Java,19,40,35,0,16,15
"2022-07-28",East Java,18,39,41,0,17,16
"2022-01-01",East Kalimantan,3,26,49,-13,-43,-1
"2022-01-02",East Kalimantan,12,39,37,8,-4,-4
"2022-01-03",East Kalimantan,10,34,6,-8,-11,-3
"2022-01-04",East Kalimantan,13,40,5,-4,-11,-4
"2022-01-05",East Kalimantan,14,41,11,-3,-9,-4
"2022-01-06",East Kalimantan,17,42,16,-1,-5,-3
"2022-01-07",East Kalimantan,5,28,-2,-7,-7,-1
"2022-01-08",East Kalimantan,8,37,20,1,2,-4
"2022-01-09",East Kalimantan,8,34,27,6,0,-3
"2022-01-10",East Kalimantan,12,37,13,-4,-7,-5
"2022-01-11",East Kalimantan,11,37,12,-4,-8,-5
"2022-01-12",East Kalimantan,8,32,8,-6,-6,-3
"2022-01-13",East Kalimantan,10,32,7,-9,-3,-3
"2022-01-14",East Kalimantan,6,30,6,-10,-4,-2
"2022-01-15",East Kalimantan,1,29,11,-3,5,-2
"2022-01-16",East Kalimantan,3,27,19,-2,1,0
"2022-01-17",East Kalimantan,8,31,14,-9,-3,-2
"2022-01-18",East Kalimantan,9,32,12,-10,-4,-2
"2022-01-19",East Kalimantan,6,29,5,-10,-4,1
"2022-01-20",East Kalimantan,6,26,-2,-9,1,0
"2022-01-21",East Kalimantan,6,31,3,-11,0,0
"2022-01-22",East Kalimantan,3,29,12,-11,8,-2
"2022-01-23",East Kalimantan,3,25,18,-9,4,1
"2022-01-24",East Kalimantan,4,24,3,-11,1,-1
"2022-01-25",East Kalimantan,10,35,10,-9,-2,-1
"2022-01-26",East Kalimantan,10,33,10,-7,0,-2
"2022-01-27",East Kalimantan,11,32,6,-7,3,-1
"2022-01-28",East Kalimantan,9,33,11,-4,3,0
"2022-01-29",East Kalimantan,7,36,16,4,10,-2
"2022-01-30",East Kalimantan,6,28,16,-1,5,0
"2022-01-31",East Kalimantan,15,38,22,-2,0,-2
"2022-02-01",East Kalimantan,21,41,63,2,-52,6
"2022-02-02",East Kalimantan,15,43,18,-7,2,-3
"2022-02-03",East Kalimantan,17,42,16,-4,4,-2
"2022-02-04",East Kalimantan,10,35,11,-7,4,-1
"2022-02-05",East Kalimantan,6,35,9,-4,8,-2
"2022-02-06",East Kalimantan,5,27,13,-6,2,1
"2022-02-07",East Kalimantan,12,34,10,-11,0,-1
"2022-02-08",East Kalimantan,12,34,13,-11,-3,0
"2022-02-09",East Kalimantan,10,32,10,-13,-2,0
"2022-02-10",East Kalimantan,13,35,12,-11,0,0
"2022-02-11",East Kalimantan,7,30,7,-13,-2,1
"2022-02-12",East Kalimantan,2,29,4,-14,6,0
"2022-02-13",East Kalimantan,4,28,16,-8,2,1
"2022-02-14",East Kalimantan,10,33,14,-16,-5,1
"2022-02-15",East Kalimantan,4,26,3,-15,-9,2
"2022-02-16",East Kalimantan,6,34,9,-13,-9,2
"2022-02-17",East Kalimantan,4,29,0,-16,-8,3
"2022-02-18",East Kalimantan,-1,26,2,-18,-10,4
"2022-02-19",East Kalimantan,-7,24,-8,-19,2,3
"2022-02-20",East Kalimantan,-8,19,-3,-15,-1,5
"2022-02-21",East Kalimantan,1,28,7,-15,-12,4
"2022-02-22",East Kalimantan,-3,21,2,-20,-15,5
"2022-02-23",East Kalimantan,-1,26,8,-18,-13,6
"2022-02-24",East Kalimantan,-1,25,8,-19,-12,7
"2022-02-25",East Kalimantan,2,34,14,-14,-11,7
"2022-02-26",East Kalimantan,-1,35,10,-11,4,3
"2022-02-27",East Kalimantan,0,29,23,-17,4,3
"2022-02-28",East Kalimantan,6,26,44,-11,-49,11
"2022-03-01",East Kalimantan,8,40,26,-16,-9,4
"2022-03-02",East Kalimantan,7,36,22,-14,-10,4
"2022-03-03",East Kalimantan,12,36,50,-8,-45,11
"2022-03-04",East Kalimantan,6,36,37,-14,-2,7
"2022-03-05",East Kalimantan,-4,28,16,-14,7,7
"2022-03-06",East Kalimantan,-6,17,17,-10,11,7
"2022-03-07",East Kalimantan,8,35,34,-8,1,7
"2022-03-08",East Kalimantan,13,41,53,-9,4,6
"2022-03-09",East Kalimantan,10,38,50,-5,6,8
"2022-03-10",East Kalimantan,15,40,61,-4,12,8
"2022-03-11",East Kalimantan,9,34,55,-6,10,11
"2022-03-12",East Kalimantan,6,36,53,-2,25,7
"2022-03-13",East Kalimantan,-3,21,31,-3,19,11
"2022-03-14",East Kalimantan,13,38,68,-4,13,10
"2022-03-15",East Kalimantan,13,39,63,1,11,9
"2022-03-16",East Kalimantan,7,30,53,-2,10,11
"2022-03-17",East Kalimantan,11,35,56,0,15,10
"2022-03-18",East Kalimantan,4,27,44,-7,13,12
"2022-03-19",East Kalimantan,5,34,52,0,26,7
"2022-03-20",East Kalimantan,-6,17,25,-4,19,11
"2022-03-21",East Kalimantan,8,31,57,-4,12,9
"2022-03-22",East Kalimantan,5,28,52,-5,7,11
"2022-03-23",East Kalimantan,11,34,57,0,13,9
"2022-03-24",East Kalimantan,12,34,55,3,16,9
"2022-03-25",East Kalimantan,8,31,46,1,15,9
"2022-03-26",East Kalimantan,11,39,56,10,29,5
"2022-03-27",East Kalimantan,9,31,56,10,27,7
