"date","province","retail_and_recreation","grocery_and_pharmacy","park","transit","workplace","resident"
"2021-05-12",Banten,14,48,29,-53,-66,17
"2021-05-13",Banten,-1,10,40,-59,-75,9
"2021-05-14",Banten,6,22,79,-57,-75,15
"2021-05-15",Banten,-1,16,89,-50,-51,7
"2021-05-16",Banten,1,16,44,-47,-19,4
"2021-05-17",Banten,3,16,28,-50,-37,11
"2021-05-18",Banten,2,17,23,-31,-34,10
"2021-05-19",Banten,1,14,23,-34,-29,9
"2021-05-20",Banten,0,14,15,-37,-25,10
"2021-05-21",Banten,-5,8,1,-39,-21,11
"2021-05-22",Banten,-6,9,9,-34,-11,8
"2021-05-23",Banten,0,14,20,-30,-3,6
"2021-05-24",Banten,-4,7,5,-37,-20,9
"2021-05-25",Banten,3,19,11,-31,-21,8
"2021-05-26",Banten,14,22,48,-35,-59,17
"2021-05-27",Banten,3,15,9,-33,-19,9
"2021-05-28",Banten,4,20,6,-33,-17,9
"2021-05-29",Banten,-8,7,-2,-29,-9,7
"2021-05-30",Banten,7,23,25,-27,-1,4
"2021-05-31",Banten,8,22,19,-33,-22,8
"2021-06-01",Banten,19,32,57,-33,-62,16
"2021-06-02",Banten,4,19,13,-29,-19,9
"2021-06-03",Banten,8,22,15,-31,-18,9
"2021-06-04",Banten,2,17,5,-32,-16,10
"2021-06-05",Banten,7,24,25,-24,-7,5
"2021-06-06",Banten,7,23,37,-23,-3,5
"2021-06-07",Banten,6,19,15,-32,-18,8
"2021-06-08",Banten,6,20,12,-32,-19,9
"2021-06-09",Banten,6,17,16,-32,-19,9
"2021-06-10",Banten,8,21,16,-32,-18,9
"2021-06-11",Banten,5,19,10,-32,-15,10
"2021-06-12",Banten,3,17,17,-28,-6,6
"2021-06-13",Banten,3,16,29,-27,-2,6
"2021-06-14",Banten,3,15,15,-33,-19,9
"2021-06-15",Banten,1,15,9,-34,-20,10
"2021-06-16",Banten,1,12,7,-34,-21,10
"2021-06-17",Banten,2,13,6,-34,-20,10
"2021-06-18",Banten,-1,13,1,-36,-18,11
"2021-06-19",Banten,-4,13,3,-35,-8,8
"2021-06-20",Banten,-11,2,-2,-36,-6,10
"2021-06-21",Banten,-5,9,-3,-40,-25,12
"2021-06-22",Banten,-2,14,4,-40,-26,12
"2021-06-23",Banten,-8,5,-4,-41,-27,14
"2021-06-24",Banten,-3,13,-1,-42,-27,14
"2021-06-25",Banten,-3,19,-1,-44,-25,15
"2021-06-26",Banten,-9,12,-9,-42,-12,12
"2021-06-27",Banten,-12,8,-9,-44,-8,12
"2021-06-28",Banten,-4,16,-2,-46,-30,15
"2021-06-29",Banten,-6,16,-7,-47,-32,15
"2021-06-30",Banten,-6,19,-6,-47,-33,15
"2021-07-01",Banten,-2,25,-6,-47,-32,16
"2021-07-02",Banten,-2,26,-3,-46,-29,17
"2021-07-03",Banten,-18,13,-17,-53,-20,15
"2021-07-04",Banten,-21,9,-22,-55,-16,15
"2021-07-05",Banten,-12,15,-9,-56,-36,19
"2021-07-06",Banten,-13,17,-11,-57,-38,19
"2021-07-07",Banten,-13,13,-8,-57,-38,20
"2021-07-08",Banten,-12,13,-10,-57,-37,20
"2021-07-09",Banten,-16,11,-13,-59,-35,21
"2021-07-10",Banten,-23,5,-25,-58,-21,16
"2021-07-11",Banten,-27,-1,-31,-60,-17,16
"2021-07-12",Banten,-15,8,-11,-62,-37,19
"2021-07-13",Banten,-17,7,-14,-61,-38,20
"2021-07-14",Banten,-15,6,-13,-61,-37,20
"2021-07-15",Banten,-13,9,-13,-61,-36,19
"2021-07-16",Banten,-16,7,-15,-61,-34,21
"2021-07-17",Banten,-22,4,-24,-60,-18,16
"2021-07-18",Banten,-23,3,-29,-62,-9,15
"2021-07-19",Banten,-9,15,-3,-61,-42,18
"2021-07-20",Banten,-26,-8,-12,-72,-76,27
"2021-07-21",Banten,-15,5,-9,-60,-36,17
"2021-07-22",Banten,-13,7,-9,-60,-33,18
"2021-07-23",Banten,-17,5,-18,-61,-31,19
"2021-07-24",Banten,-20,4,-23,-60,-16,14
"2021-07-25",Banten,-17,5,-20,-60,-10,13
"2021-07-26",Banten,-10,8,-6,-58,-30,16
"2021-07-27",Banten,-10,10,-5,-58,-31,16
"2021-07-28",Banten,-8,10,-3,-56,-31,16
"2021-07-29",Banten,-7,12,-4,-57,-29,16
"2021-07-30",Banten,-7,16,-4,-58,-26,17
"2021-07-31",Banten,-12,13,-14,-55,-12,12
"2021-08-01",Banten,-10,15,-12,-56,-10,11
"2021-08-02",Banten,-5,16,0,-56,-28,14
"2021-08-03",Banten,-4,16,-3,-54,-29,14
"2021-08-04",Banten,-5,13,-1,-54,-28,14
"2021-08-05",Banten,-6,13,-8,-54,-27,15
"2021-08-06",Banten,-3,18,-3,-54,-24,15
"2021-08-07",Banten,-7,15,-6,-51,-12,10
"2021-08-08",Banten,-7,13,-5,-53,-8,9
"2021-08-09",Banten,-5,10,-4,-54,-27,14
"2021-08-10",Banten,-5,12,-2,-53,-32,15
"2021-08-11",Banten,3,17,18,-58,-58,21
"2021-08-12",Banten,-2,13,0,-52,-24,13
"2021-08-13",Banten,-4,12,-1,-52,-22,14
"2021-08-14",Banten,-8,10,-5,-50,-8,10
"2021-08-15",Banten,-9,9,1,-53,-3,10
"2021-08-16",Banten,0,13,10,-53,-28,12
"2021-08-17",Banten,-2,10,29,-61,-69,22
"2021-08-18",Banten,-6,7,0,-51,-23,13
"2021-08-19",Banten,-3,9,-1,-51,-22,13
"2021-08-20",Banten,-4,9,-3,-51,-20,14
"2021-08-21",Banten,-7,7,-7,-49,-6,10
"2021-08-22",Banten,-5,9,6,-50,-2,9
"2021-08-23",Banten,-3,7,1,-52,-22,12
"2021-08-24",Banten,-5,6,-3,-50,-23,13
"2021-08-25",Banten,1,14,6,-48,-22,12
"2021-08-26",Banten,4,15,1,-48,-21,12
"2021-08-27",Banten,2,17,0,-49,-19,12
"2021-08-28",Banten,1,17,1,-45,-5,8
"2021-08-29",Banten,0,14,8,-46,-2,8
"2021-08-30",Banten,2,14,0,-49,-21,11
"2021-08-31",Banten,2,20,-5,-47,-22,11
"2021-09-01",Banten,7,24,3,-44,-21,10
"2021-09-02",Banten,10,25,4,-45,-20,10
"2021-09-03",Banten,7,23,1,-45,-18,11
"2021-09-04",Banten,6,22,9,-40,-6,6
"2021-09-05",Banten,8,23,21,-41,-3,6
"2021-09-06",Banten,4,16,-3,-46,-21,10
"2021-09-07",Banten,3,16,-7,-45,-21,11
"2021-09-08",Banten,2,10,-4,-42,-20,11
"2021-09-09",Banten,9,21,2,-42,-19,10
"2021-09-10",Banten,8,20,2,-41,-16,10
"2021-09-11",Banten,6,18,9,-36,-4,7
"2021-09-12",Banten,7,18,20,-37,-1,6
"2021-09-13",Banten,4,13,-2,-42,-20,10
"2021-09-14",Banten,-3,7,-14,-43,-24,13
"2021-09-15",Banten,6,16,3,-38,-20,10
"2021-09-16",Banten,8,17,3,-40,-19,10
"2021-09-17",Banten,7,18,3,-40,-17,10
"2021-09-18",Banten,5,17,12,-38,-5,6
"2021-09-19",Banten,1,13,13,-40,-3,7
"2021-09-20",Banten,4,15,1,-42,-19,10
"2021-09-21",Banten,2,12,-2,-41,-19,10
"2021-09-22",Banten,5,13,4,-38,-17,10
"2021-09-23",Banten,8,16,6,-39,-16,10
"2021-09-24",Banten,8,19,8,-39,-13,10
"2021-09-25",Banten,7,20,15,-35,-2,6
"2021-09-26",Banten,7,17,23,-36,0,6
"2021-09-27",Banten,6,15,6,-40,-16,9
"2021-09-28",Banten,8,21,5,-38,-17,9
"2021-09-29",Banten,8,18,9,-37,-16,9
"2021-09-30",Banten,13,28,11,-36,-14,9
"2021-10-01",Banten,15,33,13,-34,-12,8
"2021-10-02",Banten,14,30,26,-29,-3,5
"2021-10-03",Banten,15,28,38,-28,-2,4
"2021-10-04",Banten,10,20,12,-37,-15,8
"2021-10-05",Banten,12,25,11,-35,-16,8
"2021-10-06",Banten,11,21,16,-33,-15,9
"2021-10-07",Banten,15,24,17,-33,-14,9
"2021-10-08",Banten,14,23,14,-33,-11,9
"2021-10-09",Banten,14,24,29,-26,-3,5
"2021-10-10",Banten,16,25,39,-26,-1,4
"2021-10-11",Banten,8,16,11,-34,-13,9
"2021-10-12",Banten,11,20,13,-33,-14,9
"2021-10-13",Banten,11,17,16,-32,-13,9
"2021-10-14",Banten,13,19,14,-31,-12,9
"2021-10-15",Banten,9,20,10,-31,-10,9
"2021-10-16",Banten,8,20,23,-23,-2,5
"2021-10-17",Banten,9,18,32,-26,-1,5
"2021-10-18",Banten,-6,3,-5,-36,-17,11
"2021-10-19",Banten,8,18,12,-32,-19,9
"2021-10-20",Banten,23,25,56,-35,-57,17
"2021-10-21",Banten,9,18,21,-30,-12,8
"2021-10-22",Banten,8,18,22,-33,-9,9
"2021-10-23",Banten,7,17,31,-28,-1,6
"2021-10-24",Banten,9,17,40,-27,0,6
"2021-10-25",Banten,6,17,20,-32,-12,8
"2021-10-26",Banten,9,21,22,-31,-12,8
"2021-10-27",Banten,4,12,15,-31,-12,9
"2021-10-28",Banten,11,23,15,-30,-11,9
"2021-10-29",Banten,16,32,29,-29,-8,7
"2021-10-30",Banten,10,23,22,-23,0,5
"2021-10-31",Banten,16,29,37,-22,1,4
"2021-11-01",Banten,4,17,13,-31,-12,8
"2021-11-02",Banten,13,29,21,-29,-12,8
"2021-11-03",Banten,13,23,27,-26,-11,8
"2021-11-04",Banten,14,24,28,-27,-10,8
"2021-11-05",Banten,15,29,29,-27,-8,8
"2021-11-06",Banten,17,28,41,-20,-2,4
"2021-11-07",Banten,9,18,36,-21,-4,6
"2021-11-08",Banten,15,25,33,-27,-11,7
"2021-11-09",Banten,12,23,26,-27,-12,8
"2021-11-10",Banten,13,20,31,-25,-10,8
"2021-11-11",Banten,18,26,30,-25,-9,7
"2021-11-12",Banten,9,15,21,-27,-7,9
"2021-11-13",Banten,10,18,26,-21,-1,6
"2021-11-14",Banten,21,27,48,-18,-1,4
"2021-11-15",Banten,11,17,23,-26,-10,8
"2021-11-16",Banten,14,21,28,-27,-10,8
"2021-11-17",Banten,14,18,35,-24,-9,8
"2021-11-18",Banten,16,21,35,-24,-9,8
"2021-11-19",Banten,11,17,25,-25,-7,9
"2021-11-20",Banten,9,17,27,-21,-1,6
"2021-11-21",Banten,16,22,47,-19,-1,5
"2021-11-22",Banten,9,15,26,-26,-9,8
"2021-11-23",Banten,7,14,19,-26,-11,9
"2021-11-24",Banten,12,18,33,-24,-9,8
"2021-11-25",Banten,14,23,31,-23,-8,8
"2021-11-26",Banten,11,21,22,-23,-6,8
"2021-11-27",Banten,6,14,11,-19,-1,6
"2021-11-28",Banten,13,23,28,-17,-1,6
"2021-11-29",Banten,14,25,31,-25,-9,7
"2021-11-30",Banten,17,33,28,-23,-10,7
"2021-12-01",Banten,19,33,35,-19,-9,7
"2021-12-02",Banten,21,33,36,-20,-8,7
"2021-12-03",Banten,19,32,35,-21,-6,7
"2021-12-04",Banten,12,23,24,-14,-2,6
"2021-12-05",Banten,14,22,25,-13,-3,7
"2021-12-06",Banten,6,13,19,-23,-12,9
"2021-12-07",Banten,13,27,21,-25,-12,9
"2021-12-08",Banten,17,24,29,-20,-6,7
"2021-12-09",Banten,15,22,22,-21,-5,8
"2021-12-10",Banten,18,28,26,-20,-3,7
"2021-12-11",Banten,13,21,25,-14,5,4
"2021-12-12",Banten,22,27,35,-11,8,3
"2021-12-13",Banten,15,21,32,-21,-5,7
"2021-12-14",Banten,14,21,29,-20,-6,7
"2021-12-15",Banten,16,20,29,-18,-6,7
"2021-12-16",Banten,18,22,28,-18,-5,7
"2021-12-17",Banten,17,23,25,-19,-3,7
"2021-12-18",Banten,16,20,29,-12,6,4
"2021-12-19",Banten,20,23,36,-9,7,3
"2021-12-20",Banten,10,12,23,-20,-10,8
"2021-12-21",Banten,12,19,23,-19,-12,9
"2021-12-22",Banten,19,22,39,-18,-10,7
"2021-12-23",Banten,11,13,23,-19,-10,9
"2021-12-24",Banten,23,34,36,-21,-13,8
"2021-12-25",Banten,11,15,26,-28,-32,9
"2021-12-26",Banten,19,23,29,-22,5,4
"2021-12-27",Banten,18,21,33,-27,-14,8
"2021-12-28",Banten,16,24,31,-26,-14,8
"2021-12-29",Banten,17,23,36,-25,-14,8
"2021-12-30",Banten,26,35,44,-22,-15,7
"2021-12-31",Banten,35,57,71,-22,-23,7
"2021-01-01",Bengkulu,1,19,85,-21,-63,8
"2021-01-02",Bengkulu,-10,9,9,1,-32,6
"2021-01-03",Bengkulu,-8,9,-13,-2,-9,5
"2021-01-04",Bengkulu,1,26,7,-5,-22,4
"2021-01-05",Bengkulu,-2,17,-1,-18,-24,5
"2021-01-06",Bengkulu,-5,16,-14,-17,-23,6
"2021-01-07",Bengkulu,4,21,2,-17,-22,6
"2021-01-08",Bengkulu,-1,16,-12,-18,-20,6
"2021-01-09",Bengkulu,-9,7,-24,-12,-19,4
"2021-01-10",Bengkulu,-1,14,-7,-8,-7,3
"2021-01-11",Bengkulu,-6,10,-19,-19,-25,5
"2021-01-12",Bengkulu,-5,5,-17,-18,-27,4
"2021-01-13",Bengkulu,-6,10,-11,-31,-26,3
"2021-01-14",Bengkulu,-9,1,-16,-32,-31,2
"2021-01-15",Bengkulu,-14,-3,-22,-35,-31,2
"2021-01-16",Bengkulu,-20,-9,-22,-33,-30,2
"2021-01-17",Bengkulu,-18,-6,-17,-33,-20,3
"2021-01-18",Bengkulu,-24,-12,-33,-39,-34,5
"2021-01-19",Bengkulu,-14,-3,-19,-39,-34,3
"2021-01-20",Bengkulu,-12,3,-13,-30,-33,3
"2021-01-21",Bengkulu,-10,1,-12,-35,-32,3
"2021-01-22",Bengkulu,-12,1,-17,-39,-29,3
"2021-01-23",Bengkulu,-18,-3,-17,-27,-25,3
"2021-01-24",Bengkulu,-15,-3,-15,-27,-16,3
"2021-01-25",Bengkulu,-18,-4,-26,-35,-31,5
"2021-01-26",Bengkulu,-22,-14,-37,-36,-34,7
"2021-01-27",Bengkulu,-14,4,-24,-30,-30,4
"2021-01-28",Bengkulu,-13,-1,-25,-32,-30,5
"2021-01-29",Bengkulu,-10,4,-19,-34,-26,1
"2021-01-30",Bengkulu,-21,-6,-31,-38,-24,1
"2021-01-31",Bengkulu,-14,3,-16,-40,-12,-1
"2021-02-01",Bengkulu,-14,11,-21,-36,-30,-3
"2021-02-02",Bengkulu,-11,7,-21,-36,-30,-3
"2021-02-03",Bengkulu,-12,9,-17,-35,-30,-2
"2021-02-04",Bengkulu,-6,8,-10,-35,-31,-2
"2021-02-05",Bengkulu,-6,9,-11,-32,-29,-2
"2021-02-06",Bengkulu,-13,1,-16,-27,-28,-2
"2021-02-07",Bengkulu,-13,0,-15,-30,-20,-1
"2021-02-08",Bengkulu,-9,12,-12,-34,-32,-3
"2021-02-09",Bengkulu,-10,1,-21,-35,-32,-2
"2021-02-10",Bengkulu,-17,-1,-30,-34,-32,-1
"2021-02-11",Bengkulu,0,15,-5,-26,-31,-3
"2021-02-12",Bengkulu,-9,6,-1,-30,-61,4
"2021-02-13",Bengkulu,-14,3,-8,-34,-31,-2
"2021-02-14",Bengkulu,-11,4,-14,-31,-22,-2
"2021-02-15",Bengkulu,-10,9,-20,-33,-30,-3
"2021-02-16",Bengkulu,-19,-4,-40,-32,-32,-1
"2021-02-17",Bengkulu,-4,19,-10,-25,-29,-4
"2021-02-18",Bengkulu,-12,3,-31,-33,-33,1
"2021-02-19",Bengkulu,-6,12,-21,-28,-24,-3
"2021-02-20",Bengkulu,-14,4,-25,-33,-28,-1
"2021-02-21",Bengkulu,-9,8,-22,-28,-18,-2
"2021-02-22",Bengkulu,-14,9,-26,-33,-28,-3
"2021-02-23",Bengkulu,-8,8,-18,-28,-28,-4
"2021-02-24",Bengkulu,-9,14,-20,-27,-27,-3
"2021-02-25",Bengkulu,-18,-3,-39,-37,-29,-3
"2021-02-26",Bengkulu,-7,17,-25,-28,-24,-6
"2021-02-27",Bengkulu,-8,16,-14,-29,-21,-4
"2021-02-28",Bengkulu,-11,10,-21,-34,-15,-2
"2021-03-01",Bengkulu,-1,29,-12,-32,-26,-5
"2021-03-02",Bengkulu,-8,13,-24,-32,-28,-4
"2021-03-03",Bengkulu,-2,25,-17,-30,-26,-4
"2021-03-04",Bengkulu,2,22,-11,-26,-26,-4
"2021-03-05",Bengkulu,-7,14,-27,-31,-22,-3
"2021-03-06",Bengkulu,-19,3,-38,-34,-25,-1
"2021-03-07",Bengkulu,-2,19,-16,-31,-19,-2
"2021-03-08",Bengkulu,-6,20,-20,-35,-30,-1
"2021-03-09",Bengkulu,-1,18,-13,-27,-27,-5
"2021-03-10",Bengkulu,1,25,-10,-16,-24,-6
"2021-03-11",Bengkulu,-2,14,2,-24,-61,5
"2021-03-12",Bengkulu,1,22,-10,-34,-23,-4
"2021-03-13",Bengkulu,-5,16,-9,-29,-24,-4
"2021-03-14",Bengkulu,-4,15,-10,-17,-20,-3
"2021-03-15",Bengkulu,-5,21,-21,-17,-24,-4
"2021-03-16",Bengkulu,-5,12,-23,-31,-28,-2
"2021-03-17",Bengkulu,-3,22,-13,-20,-22,-4
"2021-03-18",Bengkulu,2,23,-11,-31,-23,-4
"2021-03-19",Bengkulu,1,25,-13,-27,-18,-4
"2021-03-20",Bengkulu,-12,9,-21,-22,-21,-3
"2021-03-21",Bengkulu,-5,15,-16,-28,-18,-3
"2021-03-22",Bengkulu,-8,17,-24,-31,-23,-3
"2021-03-23",Bengkulu,-6,15,-23,-32,-24,-4
"2021-03-24",Bengkulu,-8,14,-29,-28,-24,-3
"2021-03-25",Bengkulu,4,26,-9,-23,-23,-4
"2021-03-26",Bengkulu,1,24,-16,-29,-19,-4
"2021-03-27",Bengkulu,-8,12,-22,-27,-20,-3
"2021-03-28",Bengkulu,-1,21,-12,-31,-16,-3
"2021-03-29",Bengkulu,-7,20,-24,-33,-25,-3
"2021-03-30",Bengkulu,-9,9,-29,-39,-26,-2
"2021-03-31",Bengkulu,-2,25,-15,-30,-23,-4
"2021-04-01",Bengkulu,0,23,-25,-24,-25,-3
"2021-04-02",Bengkulu,-1,24,-18,-24,-60,5
"2021-04-03",Bengkulu,-5,21,-13,-31,-23,-6
"2021-04-04",Bengkulu,1,25,-11,-22,-17,-5
"2021-04-05",Bengkulu,3,35,-10,-24,-23,-5
"2021-04-06",Bengkulu,3,25,-14,-25,-23,-5
"2021-04-07",Bengkulu,9,36,1,-15,-23,-6
"2021-04-08",Bengkulu,10,32,-2,-22,-23,-5
"2021-04-09",Bengkulu,4,25,-13,-10,-18,-5
"2021-04-10",Bengkulu,1,26,-10,-14,-20,-5
"2021-04-11",Bengkulu,3,27,-21,-13,-17,-4
"2021-04-12",Bengkulu,18,58,14,-12,-32,-5
"2021-04-13",Bengkulu,-21,11,-28,-37,-41,4
"2021-04-14",Bengkulu,-10,26,-21,-25,-32,1
"2021-04-15",Bengkulu,-8,21,-20,-31,-26,1
"2021-04-16",Bengkulu,-12,17,-28,-32,-20,1
"2021-04-17",Bengkulu,-17,11,-34,-37,-22,3
"2021-04-18",Bengkulu,-11,16,-37,-25,-17,4
"2021-04-19",Bengkulu,-4,31,-14,-26,-23,-1
"2021-04-20",Bengkulu,-3,26,-20,-31,-25,-1
"2021-04-21",Bengkulu,-8,21,-22,-26,-24,0
"2021-04-22",Bengkulu,-10,12,-34,-27,-25,2
"2021-04-23",Bengkulu,3,34,-16,-27,-18,-1
"2021-04-24",Bengkulu,-5,23,-21,-19,-19,1
"2021-04-25",Bengkulu,-3,23,-28,-20,-12,3
"2021-04-26",Bengkulu,0,32,-12,-26,-23,-1
"2021-04-27",Bengkulu,-1,22,-18,-28,-24,0
"2021-04-28",Bengkulu,5,37,-8,-22,-24,0
"2021-04-29",Bengkulu,6,32,-13,-21,-24,0
"2021-04-30",Bengkulu,9,39,-13,-14,-18,-1
"2021-05-01",Bengkulu,3,33,-13,-16,-38,3
"2021-05-02",Bengkulu,6,35,-26,-16,-14,2
"2021-05-03",Bengkulu,13,53,1,-9,-25,-2
"2021-05-04",Bengkulu,0,28,-23,-7,-28,0
"2021-05-05",Bengkulu,18,61,-1,3,-26,-3
"2021-05-06",Bengkulu,12,42,-12,-46,-28,1
"2021-05-07",Bengkulu,20,56,-6,-44,-23,-1
"2021-05-08",Bengkulu,3,36,-24,-48,-25,2
"2021-05-09",Bengkulu,19,55,-23,-47,-14,1
"2021-05-10",Bengkulu,24,69,7,-42,-35,-1
"2021-05-11",Bengkulu,30,75,3,-48,-43,-1
"2021-05-12",Bengkulu,22,93,26,-50,-67,2
"2021-05-13",Bengkulu,-12,13,-1,-63,-76,-6
"2021-05-14",Bengkulu,-7,20,16,-61,-76,1
"2021-05-15",Bengkulu,9,44,31,-49,-59,-5
"2021-05-16",Bengkulu,4,33,-1,-51,-34,-3
"2021-05-17",Bengkulu,18,57,38,-42,-37,-2
"2021-05-18",Bengkulu,19,47,30,2,-36,-3
"2021-05-19",Bengkulu,18,52,30,3,-34,-2
"2021-05-20",Bengkulu,17,50,21,-11,-31,0
"2021-05-21",Bengkulu,12,41,10,-13,-26,1
"2021-05-22",Bengkulu,6,37,1,-11,-28,1
"2021-05-23",Bengkulu,12,42,8,-9,-12,-1
"2021-05-24",Bengkulu,14,46,11,-18,-21,-1
"2021-05-25",Bengkulu,13,39,4,-14,-22,-2
"2021-05-26",Bengkulu,18,51,43,9,-60,6
"2021-05-27",Bengkulu,14,39,4,-14,-21,0
"2021-05-28",Bengkulu,10,38,-14,-11,-16,0
"2021-05-29",Bengkulu,6,36,-11,-4,-15,-1
"2021-05-30",Bengkulu,12,35,1,-8,-8,0
"2021-05-31",Bengkulu,21,55,15,-5,-20,-3
"2021-06-01",Bengkulu,23,45,40,-3,-61,5
"2021-06-02",Bengkulu,24,58,19,-2,-18,-4
"2021-06-03",Bengkulu,24,53,16,-11,-18,-2
"2021-06-04",Bengkulu,13,40,-9,-12,-14,0
"2021-06-05",Bengkulu,11,45,0,-6,-17,-2
"2021-06-06",Bengkulu,17,48,3,-5,-11,-2
"2021-06-07",Bengkulu,21,57,11,-11,-18,-2
"2021-06-08",Bengkulu,20,46,8,-13,-19,-2
"2021-06-09",Bengkulu,24,59,14,-9,-19,-3
"2021-06-10",Bengkulu,22,50,9,-14,-18,-2
"2021-06-11",Bengkulu,23,53,8,-11,-14,-2
"2021-06-12",Bengkulu,6,35,-5,-6,-16,-1
"2021-06-13",Bengkulu,16,44,1,-8,-9,-1
"2021-06-14",Bengkulu,12,47,-4,-15,-19,-2
"2021-06-15",Bengkulu,10,36,-10,-15,-21,-1
"2021-06-16",Bengkulu,16,48,1,-7,-21,-2
"2021-06-17",Bengkulu,25,53,7,-14,-21,-2
"2021-06-18",Bengkulu,23,54,4,-10,-15,-3
"2021-06-19",Bengkulu,12,43,5,-10,-15,-3
"2021-06-20",Bengkulu,13,42,4,-18,-10,-1
"2021-06-21",Bengkulu,17,50,9,-17,-26,-1
"2021-06-22",Bengkulu,9,31,-5,-21,-28,0
"2021-06-23",Bengkulu,11,42,-2,-20,-28,0
"2021-06-24",Bengkulu,15,42,-3,-24,-27,1
"2021-06-25",Bengkulu,18,49,3,-20,-22,-1
"2021-06-26",Bengkulu,-4,24,-19,-22,-22,1
"2021-06-27",Bengkulu,10,41,-5,-17,-9,1
"2021-06-28",Bengkulu,12,47,-8,-29,-29,1
"2021-06-29",Bengkulu,7,33,-9,-22,-31,1
"2021-06-30",Bengkulu,17,56,8,-22,-30,-1
"2021-07-01",Bengkulu,22,57,5,-22,-28,2
"2021-07-02",Bengkulu,14,51,-2,-17,-25,2
"2021-07-03",Bengkulu,-1,35,-16,-24,-24,3
"2021-07-04",Bengkulu,2,33,-17,-30,-14,4
"2021-07-05",Bengkulu,19,64,6,-35,-30,1
"2021-07-06",Bengkulu,14,47,-3,-34,-32,3
"2021-07-07",Bengkulu,14,60,6,-33,-33,2
"2021-07-08",Bengkulu,12,49,-4,-41,-33,4
"2021-07-09",Bengkulu,9,48,-12,-37,-29,4
"2021-07-10",Bengkulu,-11,25,-34,-42,-25,5
"2021-07-11",Bengkulu,-1,37,-32,-46,-14,4
"2021-07-12",Bengkulu,2,40,-20,-46,-31,4
"2021-07-13",Bengkulu,-1,32,-27,-44,-36,5
"2021-07-14",Bengkulu,9,51,-6,-40,-32,3
"2021-07-15",Bengkulu,12,46,-9,-45,-31,4
"2021-07-16",Bengkulu,9,44,-12,-60,-27,3
"2021-07-17",Bengkulu,-4,35,-23,-60,-23,4
"2021-07-18",Bengkulu,-3,32,-31,-65,-11,5
"2021-07-19",Bengkulu,12,55,-6,-57,-39,4
"2021-07-20",Bengkulu,-25,-1,-8,-73,-74,10
"2021-07-21",Bengkulu,1,46,1,-59,-38,2
"2021-07-22",Bengkulu,7,39,-12,-62,-33,3
"2021-07-23",Bengkulu,2,38,-22,-60,-28,5
"2021-07-24",Bengkulu,-8,32,-27,-61,-24,4
"2021-07-25",Bengkulu,-6,29,-32,-61,-12,5
"2021-07-26",Bengkulu,5,46,-11,-60,-29,2
"2021-07-27",Bengkulu,4,35,-20,-58,-31,3
"2021-07-28",Bengkulu,5,47,-12,-59,-30,3
"2021-07-29",Bengkulu,8,40,-13,-60,-30,4
"2021-07-30",Bengkulu,3,38,-23,-59,-25,4
"2021-07-31",Bengkulu,-7,27,-30,-60,-19,5
"2021-08-01",Bengkulu,-5,27,-31,-63,-12,5
"2021-08-02",Bengkulu,8,51,-14,-60,-27,2
"2021-08-03",Bengkulu,3,36,-26,-59,-30,3
"2021-08-04",Bengkulu,3,40,-26,-61,-28,3
"2021-08-05",Bengkulu,17,49,-7,-62,-28,2
"2021-08-06",Bengkulu,14,47,-13,-59,-23,1
"2021-08-07",Bengkulu,0,34,-28,-63,-21,2
"2021-08-08",Bengkulu,2,34,-25,-64,-12,3
"2021-08-09",Bengkulu,6,42,-22,-60,-27,2
"2021-08-10",Bengkulu,11,40,-10,-59,-30,1
"2021-08-11",Bengkulu,13,45,5,-61,-59,7
"2021-08-12",Bengkulu,17,45,-6,-57,-23,0
"2021-08-13",Bengkulu,11,40,-17,-62,-21,1
"2021-08-14",Bengkulu,-3,29,-27,-60,-17,3
"2021-08-15",Bengkulu,-7,20,-35,-64,-13,5
"2021-08-16",Bengkulu,19,57,5,-55,-25,-1
"2021-08-17",Bengkulu,11,34,15,-64,-62,8
"2021-08-18",Bengkulu,6,37,-16,-61,-24,2
"2021-08-19",Bengkulu,15,42,-15,-60,-23,1
"2021-08-20",Bengkulu,0,25,-34,-59,-18,3
"2021-08-21",Bengkulu,-1,30,-32,-59,-16,3
"2021-08-22",Bengkulu,1,29,-29,-62,-9,3
"2021-08-23",Bengkulu,8,41,-18,-60,-22,-1
"2021-08-24",Bengkulu,12,38,-12,-58,-23,-1
"2021-08-25",Bengkulu,16,49,-5,-58,-21,-2
"2021-08-26",Bengkulu,20,47,0,-57,-22,-1
"2021-08-27",Bengkulu,16,46,-8,-59,-15,-1
"2021-08-28",Bengkulu,7,37,-10,-58,-12,0
"2021-08-29",Bengkulu,5,37,-19,-62,-8,3
"2021-08-30",Bengkulu,11,42,-17,-62,-21,-1
"2021-08-31",Bengkulu,1,25,-32,-64,-22,1
"2021-09-01",Bengkulu,0,31,-30,-63,-22,1
"2021-09-02",Bengkulu,24,56,-10,-58,-20,-1
"2021-09-03",Bengkulu,25,57,-5,-54,-15,-3
"2021-09-04",Bengkulu,12,44,-9,-56,-14,-1
"2021-09-05",Bengkulu,11,40,-19,-62,-11,1
"2021-09-06",Bengkulu,8,37,-25,-62,-20,-1
"2021-09-07",Bengkulu,21,49,-5,-55,-20,-3
"2021-09-08",Bengkulu,20,54,-6,-59,-19,-3
