"date","province","retail_and_recreation","grocery_and_pharmacy","park","transit","workplace","resident"
"2020-12-16",North Maluku,-8,49,0,-5,-22,-1
"2020-12-17",North Maluku,-6,51,2,-5,-20,-2
"2020-12-18",North Maluku,-1,57,12,1,-21,-3
"2020-12-19",North Maluku,-6,52,-1,-8,-17,-4
"2020-12-20",North Maluku,-6,47,2,-3,-14,-3
"2020-12-21",North Maluku,-1,52,5,20,-25,-2
"2020-12-22",North Maluku,-3,54,8,6,-26,-3
"2020-12-23",North Maluku,-6,53,3,-10,-28,-3
"2020-12-24",North Maluku,-4,55,7,1,-49,2
"2020-12-25",North Maluku,-17,28,13,-15,-57,4
"2020-12-26",North Maluku,-19,29,-6,-10,-32,1
"2020-12-27",North Maluku,-9,37,12,-7,-19,-4
"2020-12-28",North Maluku,-4,49,12,17,-31,-1
"2020-12-29",North Maluku,-6,47,11,-7,-32,0
"2020-12-30",North Maluku,-3,57,11,-4,-31,-1
"2020-12-31",North Maluku,7,74,40,7,-46,-1
"2020-02-15",North Sulawesi,6,3,-6,6,7,0
"2020-02-16",North Sulawesi,2,3,-11,0,5,1
"2020-02-17",North Sulawesi,0,2,-2,6,10,0
"2020-02-18",North Sulawesi,-1,2,-4,1,7,0
"2020-02-19",North Sulawesi,-3,-1,-2,1,7,0
"2020-02-20",North Sulawesi,-3,1,-8,7,6,0
"2020-02-21",North Sulawesi,2,6,-9,11,6,-1
"2020-02-22",North Sulawesi,-2,0,-10,5,7,0
"2020-02-23",North Sulawesi,-4,0,-17,2,5,1
"2020-02-24",North Sulawesi,-6,-1,-10,7,10,0
"2020-02-25",North Sulawesi,-4,0,-6,-2,7,0
"2020-02-26",North Sulawesi,-2,0,-7,2,9,-1
"2020-02-27",North Sulawesi,1,1,-9,3,8,0
"2020-02-28",North Sulawesi,8,11,-8,14,9,-2
"2020-02-29",North Sulawesi,6,7,-7,4,11,-1
"2020-03-01",North Sulawesi,-3,-1,-27,3,3,3
"2020-03-02",North Sulawesi,-11,-3,-20,6,4,3
"2020-03-03",North Sulawesi,5,9,-7,3,4,-1
"2020-03-04",North Sulawesi,2,7,-7,6,7,0
"2020-03-05",North Sulawesi,2,7,-7,13,6,0
"2020-03-06",North Sulawesi,6,9,-10,6,7,-1
"2020-03-07",North Sulawesi,5,6,-8,9,7,0
"2020-03-08",North Sulawesi,5,8,-6,5,7,0
"2020-03-09",North Sulawesi,2,5,-2,19,11,0
"2020-03-10",North Sulawesi,2,6,-3,6,7,0
"2020-03-11",North Sulawesi,1,4,-2,6,8,0
"2020-03-12",North Sulawesi,0,4,-8,9,7,1
"2020-03-13",North Sulawesi,6,10,-7,10,7,-1
"2020-03-14",North Sulawesi,2,8,-3,4,9,0
"2020-03-15",North Sulawesi,-5,9,-11,0,7,2
"2020-03-16",North Sulawesi,-8,4,-11,3,-4,5
"2020-03-17",North Sulawesi,-12,-2,-9,0,-13,6
"2020-03-18",North Sulawesi,-16,-5,-11,-10,-15,7
"2020-03-19",North Sulawesi,-21,-8,-17,-14,-18,9
"2020-03-20",North Sulawesi,-22,-5,-22,-17,-20,10
"2020-03-21",North Sulawesi,-25,-6,-25,-18,-1,7
"2020-03-22",North Sulawesi,-39,-17,-38,-33,-10,11
"2020-03-23",North Sulawesi,-32,-15,-23,-31,-27,13
"2020-03-24",North Sulawesi,-34,-15,-19,-30,-32,12
"2020-03-25",North Sulawesi,-48,-30,-29,-41,-57,20
"2020-03-26",North Sulawesi,-38,-18,-25,-36,-32,14
"2020-03-27",North Sulawesi,-39,-19,-33,-40,-31,15
"2020-03-28",North Sulawesi,-39,-19,-34,-35,-11,11
"2020-03-29",North Sulawesi,-47,-24,-41,-42,-15,12
"2020-03-30",North Sulawesi,-43,-26,-30,-40,-32,15
"2020-03-31",North Sulawesi,-39,-17,-23,-36,-33,13
"2020-04-01",North Sulawesi,-41,-20,-23,-45,-33,14
"2020-04-02",North Sulawesi,-38,-16,-20,-44,-33,14
"2020-04-03",North Sulawesi,-38,-14,-26,-47,-31,14
"2020-04-04",North Sulawesi,-43,-20,-29,-50,-15,12
"2020-04-05",North Sulawesi,-46,-21,-35,-50,-16,12
"2020-04-06",North Sulawesi,-39,-19,-21,-48,-32,15
"2020-04-07",North Sulawesi,-40,-20,-21,-49,-34,14
"2020-04-08",North Sulawesi,-44,-22,-21,-52,-35,15
"2020-04-09",North Sulawesi,-38,-9,-24,-46,-36,14
"2020-04-10",North Sulawesi,-67,-49,-45,-64,-65,26
"2020-04-11",North Sulawesi,-55,-32,-40,-59,-29,18
"2020-04-12",North Sulawesi,-59,-36,-44,-62,-20,17
"2020-04-13",North Sulawesi,-47,-27,-28,-54,-36,19
"2020-04-14",North Sulawesi,-46,-26,-24,-54,-35,17
"2020-04-15",North Sulawesi,-48,-28,-25,-57,-35,17
"2020-04-16",North Sulawesi,-45,-25,-27,-52,-35,17
"2020-04-17",North Sulawesi,-44,-24,-30,-54,-32,17
"2020-04-18",North Sulawesi,-49,-31,-40,-57,-14,14
"2020-04-19",North Sulawesi,-55,-34,-45,-59,-16,15
"2020-04-20",North Sulawesi,-47,-29,-31,-53,-32,17
"2020-04-21",North Sulawesi,-45,-26,-27,-54,-35,15
"2020-04-22",North Sulawesi,-47,-29,-30,-56,-33,15
"2020-04-23",North Sulawesi,-46,-25,-30,-55,-34,16
"2020-04-24",North Sulawesi,-49,-27,-36,-56,-35,18
"2020-04-25",North Sulawesi,-50,-30,-42,-64,-17,15
"2020-04-26",North Sulawesi,-56,-34,-50,-69,-18,17
"2020-04-27",North Sulawesi,-50,-33,-38,-63,-33,19
"2020-04-28",North Sulawesi,-48,-28,-32,-64,-35,16
"2020-04-29",North Sulawesi,-47,-27,-30,-64,-33,15
"2020-04-30",North Sulawesi,-45,-23,-29,-61,-32,16
"2020-05-01",North Sulawesi,-49,-26,-35,-67,-53,21
"2020-05-02",North Sulawesi,-46,-23,-37,-64,-15,14
"2020-05-03",North Sulawesi,-53,-29,-45,-69,-14,15
"2020-05-04",North Sulawesi,-44,-23,-27,-61,-30,17
"2020-05-05",North Sulawesi,-42,-21,-25,-61,-32,15
"2020-05-06",North Sulawesi,-42,-20,-24,-63,-31,15
"2020-05-07",North Sulawesi,-48,-28,-32,-65,-55,21
"2020-05-08",North Sulawesi,-41,-17,-29,-64,-29,16
"2020-05-09",North Sulawesi,-43,-20,-33,-63,-11,14
"2020-05-10",North Sulawesi,-51,-25,-43,-66,-10,15
"2020-05-11",North Sulawesi,-41,-18,-27,-59,-28,17
"2020-05-12",North Sulawesi,-42,-19,-27,-59,-31,16
"2020-05-13",North Sulawesi,-44,-22,-26,-64,-30,16
"2020-05-14",North Sulawesi,-42,-21,-28,-61,-30,17
"2020-05-15",North Sulawesi,-40,-15,-27,-62,-27,14
"2020-05-16",North Sulawesi,-42,-19,-32,-59,-8,13
"2020-05-17",North Sulawesi,-49,-24,-40,-64,-8,15
"2020-05-18",North Sulawesi,-41,-19,-30,-62,-28,16
"2020-05-19",North Sulawesi,-40,-16,-29,-58,-31,16
"2020-05-20",North Sulawesi,-34,-7,-20,-61,-28,14
"2020-05-21",North Sulawesi,-48,-23,-33,-63,-58,23
"2020-05-22",North Sulawesi,-37,-8,-27,-61,-34,17
"2020-05-23",North Sulawesi,-39,-10,-30,-61,-14,14
"2020-05-24",North Sulawesi,-54,-30,-37,-64,-10,12
"2020-05-25",North Sulawesi,-56,-34,-35,-69,-60,23
"2020-05-26",North Sulawesi,-42,-18,-26,-62,-33,15
"2020-05-27",North Sulawesi,-44,-21,-29,-66,-30,18
"2020-05-28",North Sulawesi,-41,-18,-28,-61,-29,17
"2020-05-29",North Sulawesi,-43,-18,-30,-64,-26,17
"2020-05-30",North Sulawesi,-44,-19,-32,-63,-4,13
"2020-05-31",North Sulawesi,-49,-23,-36,-65,-1,14
"2020-06-01",North Sulawesi,-47,-25,-29,-62,-51,22
"2020-06-02",North Sulawesi,-42,-19,-27,-57,-26,16
"2020-06-03",North Sulawesi,-40,-17,-25,-62,-26,16
"2020-06-04",North Sulawesi,-40,-17,-25,-49,-26,16
"2020-06-05",North Sulawesi,-40,-14,-25,-59,-22,15
"2020-06-06",North Sulawesi,-41,-16,-30,-58,-4,13
"2020-06-07",North Sulawesi,-51,-24,-41,-64,-4,15
"2020-06-08",North Sulawesi,-40,-18,-26,-58,-23,16
"2020-06-09",North Sulawesi,-38,-15,-26,-54,-25,15
"2020-06-10",North Sulawesi,-41,-18,-24,-56,-25,15
"2020-06-11",North Sulawesi,-39,-16,-26,-50,-26,16
"2020-06-12",North Sulawesi,-40,-16,-31,-54,-22,16
"2020-06-13",North Sulawesi,-40,-16,-29,-55,-2,13
"2020-06-14",North Sulawesi,-46,-20,-35,-60,0,14
"2020-06-15",North Sulawesi,-38,-17,-26,-56,-23,15
"2020-06-16",North Sulawesi,-37,-16,-22,-51,-24,14
"2020-06-17",North Sulawesi,-38,-18,-22,-57,-24,14
"2020-06-18",North Sulawesi,-38,-18,-24,-52,-25,15
"2020-06-19",North Sulawesi,-35,-13,-23,-50,-21,14
"2020-06-20",North Sulawesi,-37,-16,-27,-52,-2,11
"2020-06-21",North Sulawesi,-45,-22,-34,-56,-3,13
"2020-06-22",North Sulawesi,-35,-15,-19,-52,-23,14
"2020-06-23",North Sulawesi,-37,-17,-22,-51,-26,14
"2020-06-24",North Sulawesi,-38,-18,-21,-53,-25,14
"2020-06-25",North Sulawesi,-35,-15,-20,-52,-25,14
"2020-06-26",North Sulawesi,-34,-12,-22,-53,-23,13
"2020-06-27",North Sulawesi,-36,-15,-27,-51,-4,11
"2020-06-28",North Sulawesi,-44,-22,-33,-57,-4,12
"2020-06-29",North Sulawesi,-32,-13,-21,-51,-22,13
"2020-06-30",North Sulawesi,-30,-9,-20,-40,-24,12
"2020-07-01",North Sulawesi,-34,-14,-26,-51,-25,14
"2020-07-02",North Sulawesi,-35,-15,-29,-46,-26,15
"2020-07-03",North Sulawesi,-31,-6,-24,-47,-23,14
"2020-07-04",North Sulawesi,-29,-7,-21,-46,-4,9
"2020-07-05",North Sulawesi,-36,-12,-22,-48,-3,10
"2020-07-06",North Sulawesi,-28,-7,-18,-47,-23,13
"2020-07-07",North Sulawesi,-29,-10,-21,-45,-26,13
"2020-07-08",North Sulawesi,-30,-10,-20,-46,-24,12
"2020-07-09",North Sulawesi,-28,-8,-20,-43,-24,12
"2020-07-10",North Sulawesi,-29,-7,-22,-48,-22,12
"2020-07-11",North Sulawesi,-28,-7,-20,-45,-4,9
"2020-07-12",North Sulawesi,-34,-11,-19,-49,-2,10
"2020-07-13",North Sulawesi,-28,-9,-18,-43,-22,12
"2020-07-14",North Sulawesi,-26,-9,-18,-41,-24,12
"2020-07-15",North Sulawesi,-28,-10,-20,-43,-23,13
"2020-07-16",North Sulawesi,-27,-8,-20,-39,-24,13
"2020-07-17",North Sulawesi,-25,-4,-20,-39,-21,12
"2020-07-18",North Sulawesi,-26,-6,-19,-42,-2,9
"2020-07-19",North Sulawesi,-31,-8,-17,-45,-1,9
"2020-07-20",North Sulawesi,-27,-7,-19,-44,-21,12
"2020-07-21",North Sulawesi,-27,-8,-16,-35,-24,12
"2020-07-22",North Sulawesi,-29,-11,-19,-43,-23,13
"2020-07-23",North Sulawesi,-28,-9,-19,-41,-23,13
"2020-07-24",North Sulawesi,-26,-4,-17,-40,-20,12
"2020-07-25",North Sulawesi,-26,-7,-21,-43,-4,10
"2020-07-26",North Sulawesi,-38,-17,-31,-49,-3,12
"2020-07-27",North Sulawesi,-27,-8,-20,-45,-22,13
"2020-07-28",North Sulawesi,-27,-7,-17,-38,-25,12
"2020-07-29",North Sulawesi,-32,-15,-26,-47,-27,14
"2020-07-30",North Sulawesi,-22,0,-15,-34,-25,11
"2020-07-31",North Sulawesi,-33,-13,-11,-48,-53,16
"2020-08-01",North Sulawesi,-30,-10,-23,-50,-10,10
"2020-08-02",North Sulawesi,-30,-9,-22,-43,-5,10
"2020-08-03",North Sulawesi,-26,-7,-22,-41,-23,13
"2020-08-04",North Sulawesi,-26,-9,-22,-39,-25,13
"2020-08-05",North Sulawesi,-22,-4,-15,-37,-24,11
"2020-08-06",North Sulawesi,-21,-3,-13,-37,-24,12
"2020-08-07",North Sulawesi,-19,0,-12,-40,-20,10
"2020-08-08",North Sulawesi,-19,-2,-10,-36,-3,7
"2020-08-09",North Sulawesi,-25,-3,-8,-38,1,7
"2020-08-10",North Sulawesi,-19,-1,-10,-36,-20,11
"2020-08-11",North Sulawesi,-19,-4,-11,-35,-23,11
"2020-08-12",North Sulawesi,-19,-3,-7,-38,-21,11
"2020-08-13",North Sulawesi,-18,-1,-10,-34,-22,11
"2020-08-14",North Sulawesi,-16,2,-9,-34,-19,10
"2020-08-15",North Sulawesi,-15,2,-7,-30,-1,6
"2020-08-16",North Sulawesi,-18,3,1,-40,3,6
"2020-08-17",North Sulawesi,-28,-14,13,-42,-48,15
"2020-08-18",North Sulawesi,-18,0,-8,-38,-21,9
"2020-08-19",North Sulawesi,-17,2,-7,-36,-20,9
"2020-08-20",North Sulawesi,-23,-7,21,-35,-51,14
"2020-08-21",North Sulawesi,-19,-1,-1,-39,-35,12
"2020-08-22",North Sulawesi,-20,-4,-2,-37,-3,7
"2020-08-23",North Sulawesi,-24,-3,6,-34,1,6
"2020-08-24",North Sulawesi,-20,-1,-10,-31,-18,10
"2020-08-25",North Sulawesi,-19,-1,-8,-29,-21,10
"2020-08-26",North Sulawesi,-19,-2,-6,-35,-20,10
"2020-08-27",North Sulawesi,-18,-2,-10,-31,-20,10
"2020-08-28",North Sulawesi,-14,5,-8,-33,-18,9
"2020-08-29",North Sulawesi,-14,3,-3,-30,1,6
"2020-08-30",North Sulawesi,-19,1,1,-30,4,6
"2020-08-31",North Sulawesi,-17,1,-9,-31,-17,9
"2020-09-01",North Sulawesi,-13,4,-6,-27,-20,9
"2020-09-02",North Sulawesi,-16,1,-7,-31,-20,9
"2020-09-03",North Sulawesi,-21,-5,-20,-26,-24,13
"2020-09-04",North Sulawesi,-9,9,-10,-29,-18,9
"2020-09-05",North Sulawesi,-10,8,0,-26,-2,6
"2020-09-06",North Sulawesi,-13,6,4,-30,0,6
"2020-09-07",North Sulawesi,-14,2,-10,-29,-18,11
"2020-09-08",North Sulawesi,-14,3,-8,-25,-22,10
"2020-09-09",North Sulawesi,-16,0,-9,-27,-20,10
"2020-09-10",North Sulawesi,-14,2,-9,-22,-21,9
"2020-09-11",North Sulawesi,-14,3,-15,-22,-20,8
"2020-09-12",North Sulawesi,-13,2,-4,-20,-2,5
"2020-09-13",North Sulawesi,-24,-7,-15,-22,-3,9
"2020-09-14",North Sulawesi,-16,0,-11,-22,-15,10
"2020-09-15",North Sulawesi,-15,1,-10,-22,-20,10
"2020-09-16",North Sulawesi,-20,-6,-17,-27,-21,13
"2020-09-17",North Sulawesi,-14,1,-11,-20,-20,11
"2020-09-18",North Sulawesi,-14,4,-12,-25,-18,11
"2020-09-19",North Sulawesi,-13,3,0,-22,0,7
"2020-09-20",North Sulawesi,-16,3,-3,-25,2,8
"2020-09-21",North Sulawesi,-17,0,-10,-28,-17,11
"2020-09-22",North Sulawesi,-22,-5,-15,-28,-22,12
"2020-09-23",North Sulawesi,-23,-5,-14,-28,-22,11
"2020-09-24",North Sulawesi,-25,-7,-20,-28,-24,12
"2020-09-25",North Sulawesi,-24,-2,-22,-29,-22,12
"2020-09-26",North Sulawesi,-19,2,-11,-26,-4,8
"2020-09-27",North Sulawesi,-20,0,-2,-26,-3,8
"2020-09-28",North Sulawesi,-22,0,-15,-20,-19,12
"2020-09-29",North Sulawesi,-24,-4,-17,-20,-23,12
"2020-09-30",North Sulawesi,-20,3,-13,-24,-24,8
"2020-10-01",North Sulawesi,-17,7,-13,-19,-25,4
"2020-10-02",North Sulawesi,-16,7,-14,-25,-23,3
"2020-10-03",North Sulawesi,-15,7,-6,-20,-11,1
"2020-10-04",North Sulawesi,-17,5,-5,-22,-11,2
"2020-10-05",North Sulawesi,-19,3,-10,-24,-23,4
"2020-10-06",North Sulawesi,-18,3,-10,-23,-26,4
"2020-10-07",North Sulawesi,-18,2,-12,-22,-25,6
"2020-10-08",North Sulawesi,-16,4,-10,-25,-22,8
"2020-10-09",North Sulawesi,-12,8,-8,-23,-19,8
"2020-10-10",North Sulawesi,-15,5,-7,-23,-2,6
"2020-10-11",North Sulawesi,-22,-1,-11,-18,-5,9
"2020-10-12",North Sulawesi,-18,3,-10,-22,-19,10
"2020-10-13",North Sulawesi,-15,4,-6,-20,-22,9
"2020-10-14",North Sulawesi,-17,3,-10,-23,-21,10
"2020-10-15",North Sulawesi,-16,3,-17,-21,-22,11
"2020-10-16",North Sulawesi,-11,12,-12,-20,-19,9
"2020-10-17",North Sulawesi,-22,-3,-20,-17,-7,9
"2020-10-18",North Sulawesi,-19,4,-15,-22,-4,8
"2020-10-19",North Sulawesi,-15,7,-8,-16,-18,11
"2020-10-20",North Sulawesi,-15,6,-7,-17,-22,9
"2020-10-21",North Sulawesi,-14,4,-6,-21,-22,8
"2020-10-22",North Sulawesi,-13,4,-11,-19,-23,6
"2020-10-23",North Sulawesi,-9,11,-11,-14,-20,4
"2020-10-24",North Sulawesi,-12,7,-8,-12,-6,2
"2020-10-25",North Sulawesi,-13,8,-5,-16,-6,3
"2020-10-26",North Sulawesi,-14,6,-10,-16,-19,5
"2020-10-27",North Sulawesi,-10,10,-6,-13,-23,3
"2020-10-28",North Sulawesi,-9,8,1,-14,-40,6
"2020-10-29",North Sulawesi,-17,-4,14,-18,-57,8
"2020-10-30",North Sulawesi,-13,4,-5,-24,-40,6
"2020-10-31",North Sulawesi,-14,2,-5,-16,-8,2
"2020-11-01",North Sulawesi,-12,7,3,-12,-7,2
"2020-11-02",North Sulawesi,-13,6,-11,-12,-20,4
"2020-11-03",North Sulawesi,-15,2,-15,-14,-26,6
"2020-11-04",North Sulawesi,-14,3,-12,-16,-23,4
"2020-11-05",North Sulawesi,-13,5,-11,-14,-24,5
"2020-11-06",North Sulawesi,-11,8,-14,-19,-22,3
"2020-11-07",North Sulawesi,-12,4,-11,-14,-8,2
"2020-11-08",North Sulawesi,-13,5,-6,-17,-9,3
"2020-11-09",North Sulawesi,-15,3,-11,-14,-20,4
"2020-11-10",North Sulawesi,-13,5,-10,-16,-24,4
"2020-11-11",North Sulawesi,-13,3,-8,-17,-24,4
"2020-11-12",North Sulawesi,-14,3,-12,-15,-25,5
"2020-11-13",North Sulawesi,-14,5,-18,-18,-23,5
"2020-11-14",North Sulawesi,-11,5,-11,-15,-7,2
"2020-11-15",North Sulawesi,-12,5,-6,-11,-8,3
"2020-11-16",North Sulawesi,-16,2,-15,-13,-21,5
"2020-11-17",North Sulawesi,-13,4,-10,-13,-25,4
"2020-11-18",North Sulawesi,-13,3,-8,-14,-24,4
"2020-11-19",North Sulawesi,-11,5,-13,-9,-25,5
"2020-11-20",North Sulawesi,-11,9,-15,-13,-23,4
"2020-11-21",North Sulawesi,-11,6,-11,-11,-8,2
"2020-11-22",North Sulawesi,-16,2,-12,-13,-10,4
"2020-11-23",North Sulawesi,-17,1,-15,-11,-22,5
"2020-11-24",North Sulawesi,-14,3,-13,-11,-24,5
"2020-11-25",North Sulawesi,-13,3,-12,-14,-23,5
"2020-11-26",North Sulawesi,-11,6,-15,-13,-24,5
"2020-11-27",North Sulawesi,-9,9,-15,-15,-21,3
"2020-11-28",North Sulawesi,-9,6,-15,-8,-6,2
"2020-11-29",North Sulawesi,-16,0,-21,-15,-9,5
"2020-11-30",North Sulawesi,-12,6,-14,-9,-19,4
"2020-12-01",North Sulawesi,-14,4,-18,-15,-24,4
"2020-12-02",North Sulawesi,-8,11,-7,-15,-22,3
"2020-12-03",North Sulawesi,-6,11,-13,-9,-22,4
"2020-12-04",North Sulawesi,-3,17,-12,-11,-19,3
"2020-12-05",North Sulawesi,-1,14,-12,-10,-4,1
"2020-12-06",North Sulawesi,-1,14,-6,-11,-3,3
"2020-12-07",North Sulawesi,-7,13,-9,-11,-20,4
"2020-12-08",North Sulawesi,-5,15,-5,-4,-24,3
"2020-12-09",North Sulawesi,-14,2,-4,-28,-57,8
"2020-12-10",North Sulawesi,-3,15,-4,-7,-23,7
"2020-12-11",North Sulawesi,0,19,-1,-11,-19,8
"2020-12-12",North Sulawesi,-3,14,-3,-3,-2,6
"2020-12-13",North Sulawesi,-1,15,4,-7,-1,8
"2020-12-14",North Sulawesi,-10,7,-5,-7,-18,10
"2020-12-15",North Sulawesi,-3,17,4,2,-22,8
"2020-12-16",North Sulawesi,-7,11,0,-7,-23,10
"2020-12-17",North Sulawesi,-4,14,0,8,-23,9
"2020-12-18",North Sulawesi,-2,18,-2,1,-20,8
"2020-12-19",North Sulawesi,2,22,5,11,-2,5
"2020-12-20",North Sulawesi,4,20,9,13,-1,7
"2020-12-21",North Sulawesi,-2,18,6,-2,-23,8
"2020-12-22",North Sulawesi,-1,18,8,6,-27,8
"2020-12-23",North Sulawesi,7,30,19,14,-27,6
"2020-12-24",North Sulawesi,10,45,29,16,-48,8
"2020-12-25",North Sulawesi,-48,-28,-22,-30,-63,16
"2020-12-26",North Sulawesi,-33,-9,-5,-19,-34,10
"2020-12-27",North Sulawesi,-13,8,7,-1,-5,7
"2020-12-28",North Sulawesi,-10,10,11,-7,-30,11
"2020-12-29",North Sulawesi,-10,10,11,-8,-32,11
"2020-12-30",North Sulawesi,-6,18,16,-12,-30,10
"2020-12-31",North Sulawesi,-11,27,13,-10,-45,12
"2020-02-15",North Sumatra,-6,-7,-13,-5,0,2
"2020-02-16",North Sumatra,-2,-1,-6,-2,3,1
"2020-02-17",North Sumatra,-3,-1,-1,-2,4,1
"2020-02-18",North Sumatra,-8,-6,-10,-4,3,2
"2020-02-19",North Sumatra,-4,-3,-6,0,3,1
"2020-02-20",North Sumatra,-3,-1,-1,-1,3,0
"2020-02-21",North Sumatra,-5,-4,-6,-2,4,1
"2020-02-22",North Sumatra,-4,-5,-11,-2,4,0
"2020-02-23",North Sumatra,-4,-3,-6,-3,4,1
"2020-02-24",North Sumatra,-4,-3,0,0,5,0
"2020-02-25",North Sumatra,-4,-2,0,0,5,0
"2020-02-26",North Sumatra,-4,-2,13,1,4,0
"2020-02-27",North Sumatra,-3,-2,-6,-3,5,0
"2020-02-28",North Sumatra,-5,-3,-10,-2,6,1
"2020-02-29",North Sumatra,0,2,-7,-1,7,0
"2020-03-01",North Sumatra,0,4,-10,0,5,1
"2020-03-02",North Sumatra,0,6,-4,-1,6,0
"2020-03-03",North Sumatra,0,8,0,-1,6,0
"2020-03-04",North Sumatra,0,5,-2,0,6,1
"2020-03-05",North Sumatra,-1,4,-1,-2,6,1
"2020-03-06",North Sumatra,-3,0,-8,0,6,1
"2020-03-07",North Sumatra,0,4,-1,0,5,0
"2020-03-08",North Sumatra,-2,2,-8,-2,4,1
"2020-03-09",North Sumatra,-1,2,-1,-1,6,1
"2020-03-10",North Sumatra,-3,1,-3,-2,6,1
"2020-03-11",North Sumatra,-1,2,-2,-2,6,1
"2020-03-12",North Sumatra,-1,0,-1,-3,6,1
"2020-03-13",North Sumatra,-3,-1,-6,-2,7,0
"2020-03-14",North Sumatra,-2,1,-9,-2,6,1
"2020-03-15",North Sumatra,-6,0,-13,-7,5,2
"2020-03-16",North Sumatra,-5,5,-6,-4,1,2
"2020-03-17",North Sumatra,-9,0,-13,-6,-3,4
"2020-03-18",North Sumatra,-10,1,-12,-6,-8,5
"2020-03-19",North Sumatra,-13,-1,-11,-12,-11,7
"2020-03-20",North Sumatra,-19,-6,-23,-19,-13,8
"2020-03-21",North Sumatra,-26,-13,-35,-25,-14,10
"2020-03-22",North Sumatra,-33,-17,-43,-35,-5,10
"2020-03-23",North Sumatra,-26,-13,-23,-30,-24,11
"2020-03-24",North Sumatra,-29,-12,-27,-31,-27,11
"2020-03-25",North Sumatra,-40,-24,-35,-39,-59,20
"2020-03-26",North Sumatra,-36,-20,-33,-38,-30,13
"2020-03-27",North Sumatra,-39,-20,-39,-42,-30,14
"2020-03-28",North Sumatra,-47,-28,-49,-45,-32,17
"2020-03-29",North Sumatra,-50,-32,-56,-50,-15,16
"2020-03-30",North Sumatra,-38,-22,-32,-42,-32,15
"2020-03-31",North Sumatra,-36,-19,-33,-39,-32,14
"2020-04-01",North Sumatra,-35,-16,-34,-41,-32,14
"2020-04-02",North Sumatra,-36,-17,-31,-43,-33,14
"2020-04-03",North Sumatra,-37,-19,-37,-46,-31,14
"2020-04-04",North Sumatra,-42,-24,-45,-48,-31,16
"2020-04-05",North Sumatra,-47,-28,-53,-54,-15,15
"2020-04-06",North Sumatra,-39,-25,-36,-47,-31,15
"2020-04-07",North Sumatra,-38,-21,-34,-47,-33,15
"2020-04-08",North Sumatra,-36,-20,-33,-46,-32,14
"2020-04-09",North Sumatra,-36,-18,-31,-45,-33,14
"2020-04-10",North Sumatra,-46,-31,-43,-55,-60,22
"2020-04-11",North Sumatra,-43,-27,-46,-53,-34,18
"2020-04-12",North Sumatra,-48,-32,-55,-57,-15,16
"2020-04-13",North Sumatra,-38,-24,-33,-48,-32,16
"2020-04-14",North Sumatra,-37,-23,-35,-47,-31,15
"2020-04-15",North Sumatra,-36,-21,-32,-47,-31,15
"2020-04-16",North Sumatra,-37,-22,-34,-50,-31,15
"2020-04-17",North Sumatra,-42,-27,-43,-53,-31,16
"2020-04-18",North Sumatra,-41,-25,-47,-50,-28,15
"2020-04-19",North Sumatra,-45,-28,-52,-54,-11,14
"2020-04-20",North Sumatra,-36,-21,-32,-46,-29,14
"2020-04-21",North Sumatra,-37,-21,-34,-45,-30,13
"2020-04-22",North Sumatra,-36,-20,-35,-43,-30,13
"2020-04-23",North Sumatra,-37,-18,-34,-43,-33,14
"2020-04-24",North Sumatra,-48,-29,-46,-55,-36,18
"2020-04-25",North Sumatra,-49,-32,-54,-57,-33,19
"2020-04-26",North Sumatra,-52,-34,-61,-63,-14,18
"2020-04-27",North Sumatra,-45,-31,-43,-55,-31,17
"2020-04-28",North Sumatra,-46,-32,-44,-55,-32,16
"2020-04-29",North Sumatra,-44,-28,-42,-55,-32,16
"2020-04-30",North Sumatra,-41,-22,-39,-52,-31,16
"2020-05-01",North Sumatra,-46,-26,-48,-59,-58,22
"2020-05-02",North Sumatra,-43,-24,-49,-55,-29,17
"2020-05-03",North Sumatra,-50,-34,-59,-63,-11,17
"2020-05-04",North Sumatra,-37,-20,-35,-52,-29,15
"2020-05-05",North Sumatra,-40,-23,-39,-53,-30,16
"2020-05-06",North Sumatra,-33,-14,-32,-49,-29,14
"2020-05-07",North Sumatra,-45,-30,-43,-59,-58,23
"2020-05-08",North Sumatra,-37,-19,-39,-54,-28,15
"2020-05-09",North Sumatra,-40,-22,-48,-54,-27,17
"2020-05-10",North Sumatra,-43,-27,-54,-60,-7,16
"2020-05-11",North Sumatra,-35,-19,-33,-51,-28,15
"2020-05-12",North Sumatra,-33,-15,-33,-49,-29,14
"2020-05-13",North Sumatra,-31,-14,-31,-48,-28,14
"2020-05-14",North Sumatra,-34,-18,-34,-50,-29,14
"2020-05-15",North Sumatra,-30,-12,-33,-50,-26,13
"2020-05-16",North Sumatra,-30,-13,-40,-49,-25,14
"2020-05-17",North Sumatra,-36,-21,-53,-55,-5,15
"2020-05-18",North Sumatra,-23,-6,-24,-43,-26,13
"2020-05-19",North Sumatra,-26,-8,-28,-44,-28,14
"2020-05-20",North Sumatra,-20,1,-22,-40,-28,13
"2020-05-21",North Sumatra,-20,2,-21,-41,-55,18
"2020-05-22",North Sumatra,-25,-2,-31,-45,-37,16
"2020-05-23",North Sumatra,-30,-1,-36,-46,-41,16
"2020-05-24",North Sumatra,-44,-31,-48,-55,-19,6
"2020-05-25",North Sumatra,-28,-13,-7,-46,-68,13
